Base Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
9, 10, 9, EQUAL_PRIORITY: 1799, 1799, 0.0; 3928, 3928, 0.0; 4070, 4070, 0.0; 1657, 1657, 0.0; 0.0; 4115.993806435115, 17993.59671190758; 6163.829347711621
10, 10, 9, EQUAL_PRIORITY: 1842, 1842, 0.0; 3911, 3911, 0.0; 4091, 4091, 0.0; 1662, 1662, 0.0; 0.0; 4650.000704348437, 19779.2947515962; 6215.673275671728
11, 10, 9, EQUAL_PRIORITY: 1790, 1790, 0.0; 3961, 3961, 0.0; 4077, 4077, 0.0; 1674, 1674, 0.0; 0.0; 4651.999639040892, 19819.460413294015; 6216.68444497626
12, 10, 9, EQUAL_PRIORITY: 1849, 1849, 0.0; 3923, 3923, 0.0; 4084, 4084, 0.0; 1688, 1688, 0.0; 0.0; 4462.508842003634, 20490.45695456493; 6230.127360136462
13, 10, 9, EQUAL_PRIORITY: 1791, 1791, 0.0; 3956, 3956, 0.0; 4064, 4064, 0.0; 1683, 1683, 0.0; 0.0; 4266.644374022173, 20586.08829085002; 6229.429984315136
14, 10, 9, EQUAL_PRIORITY: 1792, 1792, 0.0; 3957, 3957, 0.0; 4062, 4062, 0.0; 1687, 1687, 0.0; 0.0; 4319.492945698919, 21942.98509968465; 6263.36262242574
15, 10, 9, EQUAL_PRIORITY: 1811, 1811, 0.0; 3937, 3937, 0.0; 4072, 4072, 0.0; 1676, 1676, 0.0; 0.0; 4284.753094979169, 20955.991442558923; 6238.737636675223
16, 10, 9, EQUAL_PRIORITY: 1827, 1827, 0.0; 3898, 3898, 0.0; 4047, 4047, 0.0; 1678, 1678, 0.0; 0.0; 4565.179419098364, 18967.508138958074; 6194.549106305856
17, 10, 9, EQUAL_PRIORITY: 1833, 1833, 0.0; 3915, 3915, 0.0; 4077, 4077, 0.0; 1671, 1671, 0.0; 0.0; 4928.080620583423, 19395.383622680296; 6210.607633729203
18, 10, 9, EQUAL_PRIORITY: 1754, 1754, 0.0; 4011, 4011, 0.0; 4090, 4090, 0.0; 1675, 1675, 0.0; 0.0; 4976.105279351614, 19954.04291965079; 6224.9848196243
19, 10, 9, EQUAL_PRIORITY: 1772, 1772, 0.0; 3970, 3970, 0.0; 4077, 4077, 0.0; 1665, 1665, 0.0; 0.0; 4300.5593729872635, 19171.018757576574; 6195.420424260898
20, 10, 9, EQUAL_PRIORITY: 1863, 1863, 0.0; 3911, 3911, 0.0; 4102, 4102, 0.0; 1672, 1672, 0.0; 0.0; 4820.113692440209, 19526.490423666444; 6212.136347246292
21, 10, 9, EQUAL_PRIORITY: 1801, 1801, 0.0; 3935, 3935, 0.0; 4075, 4075, 0.0; 1661, 1661, 0.0; 0.0; 4237.119237028295, 17877.66780187261; 6162.87469049971
22, 10, 9, EQUAL_PRIORITY: 1787, 1787, 0.0; 3961, 3961, 0.0; 4053, 4053, 0.0; 1695, 1695, 0.0; 0.0; 4387.357692195772, 21354.487271639082; 6250.050760794222
23, 10, 9, EQUAL_PRIORITY: 1846, 1846, 0.0; 3867, 3867, 0.0; 4046, 4046, 0.0; 1667, 1667, 0.0; 0.0; 4418.616327980184, 20724.646623637105; 6235.163414343218
24, 10, 9, EQUAL_PRIORITY: 1765, 1765, 0.0; 3968, 3968, 0.0; 4054, 4054, 0.0; 1679, 1679, 0.0; 0.0; 5820.209771066802, 20507.146598089545; 6251.546705100838
25, 10, 9, EQUAL_PRIORITY: 1813, 1813, 0.0; 3951, 3951, 0.0; 4080, 4080, 0.0; 1684, 1684, 0.0; 0.0; 4584.535530500827, 21116.707619491004; 6247.299366781043
26, 10, 9, EQUAL_PRIORITY: 1846, 1846, 0.0; 3928, 3928, 0.0; 4088, 4088, 0.0; 1686, 1686, 0.0; 0.0; 4237.67767657651, 20458.62507111259; 6225.870980658694
27, 10, 9, EQUAL_PRIORITY: 1804, 1804, 0.0; 3943, 3943, 0.0; 4089, 4089, 0.0; 1658, 1658, 0.0; 0.0; 4973.7203742804995, 21178.243997115787; 6254.824246198238
28, 10, 9, EQUAL_PRIORITY: 1852, 1852, 0.0; 3861, 3861, 0.0; 4032, 4032, 0.0; 1681, 1681, 0.0; 0.0; 4737.914498044993, 20717.557715348827; 6239.9319305229
29, 10, 9, EQUAL_PRIORITY: 1805, 1805, 0.0; 3934, 3934, 0.0; 4078, 4078, 0.0; 1661, 1661, 0.0; 0.0; 4041.954485133043, 21595.658216697513; 6250.5909544631295
30, 10, 9, EQUAL_PRIORITY: 1827, 1827, 0.0; 3917, 3917, 0.0; 4079, 4079, 0.0; 1665, 1665, 0.0; 0.0; 4037.847033283266, 19335.33492694772; 6195.364735041799
1, 10, 10, EQUAL_PRIORITY: 1855, 1855, 0.0; 4078, 4078, 0.0; 4080, 4080, 0.0; 1853, 1853, 0.0; 0.0; 4748.327718170927, 20948.417339149426; 6614.727161653316
2, 10, 10, EQUAL_PRIORITY: 1803, 1803, 0.0; 4103, 4103, 0.0; 4056, 4056, 0.0; 1850, 1850, 0.0; 0.0; 4850.784413746558, 21010.370160093138; 6617.824744834065
3, 10, 10, EQUAL_PRIORITY: 1801, 1801, 0.0; 4094, 4094, 0.0; 4046, 4046, 0.0; 1849, 1849, 0.0; 0.0; 4456.339074217438, 22101.068183877796; 6638.338459207525
4, 10, 10, EQUAL_PRIORITY: 1844, 1844, 0.0; 4111, 4111, 0.0; 4093, 4093, 0.0; 1862, 1862, 0.0; 0.0; 4876.156432369753, 23022.33263049567; 6667.318872078534
5, 10, 10, EQUAL_PRIORITY: 1845, 1845, 0.0; 4088, 4088, 0.0; 4068, 4068, 0.0; 1865, 1865, 0.0; 0.0; 4165.592165731039, 22959.54712027918; 6654.789778714556
6, 10, 10, EQUAL_PRIORITY: 1832, 1832, 0.0; 4095, 4095, 0.0; 4061, 4061, 0.0; 1866, 1866, 0.0; 0.0; 4311.894785950542, 21649.07840092291; 6625.07230885271
7, 10, 10, EQUAL_PRIORITY: 1854, 1854, 0.0; 4117, 4117, 0.0; 4115, 4115, 0.0; 1856, 1856, 0.0; 0.0; 5119.469441706286, 21932.53666413047; 6644.488219472448
8, 10, 10, EQUAL_PRIORITY: 1846, 1846, 0.0; 4137, 4137, 0.0; 4100, 4100, 0.0; 1883, 1883, 0.0; 0.0; 4355.645518280668, 22818.23617639397; 6654.282420659197
9, 10, 10, EQUAL_PRIORITY: 1860, 1860, 0.0; 4099, 4099, 0.0; 4088, 4088, 0.0; 1871, 1871, 0.0; 0.0; 4823.944978840416, 23880.81187201169; 6687.461819168054
10, 10, 10, EQUAL_PRIORITY: 1881, 1881, 0.0; 4079, 4079, 0.0; 4091, 4091, 0.0; 1869, 1869, 0.0; 0.0; 4915.1902549752995, 23284.740847361376; 6674.326977006652
11, 10, 10, EQUAL_PRIORITY: 1829, 1829, 0.0; 4119, 4119, 0.0; 4074, 4074, 0.0; 1874, 1874, 0.0; 0.0; 4125.868350038931, 23775.808010234396; 6674.09565804799
12, 10, 10, EQUAL_PRIORITY: 1867, 1867, 0.0; 4088, 4088, 0.0; 4085, 4085, 0.0; 1870, 1870, 0.0; 0.0; 4216.634056137686, 23162.419295778207; 6660.530759872909
13, 10, 10, EQUAL_PRIORITY: 1824, 1824, 0.0; 4103, 4103, 0.0; 4063, 4063, 0.0; 1864, 1864, 0.0; 0.0; 4087.0661893333454, 22275.811454416893; 6636.888089615333
14, 10, 10, EQUAL_PRIORITY: 1832, 1832, 0.0; 4083, 4083, 0.0; 4081, 4081, 0.0; 1834, 1834, 0.0; 0.0; 4574.549050442467, 20836.492418199385; 6609.306228843857
15, 10, 10, EQUAL_PRIORITY: 1850, 1850, 0.0; 4079, 4079, 0.0; 4072, 4072, 0.0; 1857, 1857, 0.0; 0.0; 4650.33461454502, 21299.089685121362; 6621.768676826277
16, 10, 10, EQUAL_PRIORITY: 1861, 1861, 0.0; 4077, 4077, 0.0; 4078, 4078, 0.0; 1860, 1860, 0.0; 0.0; 5223.685203572706, 21333.779717218044; 6631.488561725494
17, 10, 10, EQUAL_PRIORITY: 1853, 1853, 0.0; 4087, 4087, 0.0; 4074, 4074, 0.0; 1866, 1866, 0.0; 0.0; 4623.887140514387, 21774.427048842394; 6632.959865866615
18, 10, 10, EQUAL_PRIORITY: 1764, 1764, 0.0; 4161, 4161, 0.0; 4084, 4084, 0.0; 1841, 1841, 0.0; 0.0; 4648.3263580014755, 20196.786031979937; 6594.836138463819
19, 10, 10, EQUAL_PRIORITY: 1824, 1824, 0.0; 4126, 4126, 0.0; 4089, 4089, 0.0; 1861, 1861, 0.0; 0.0; 6071.312624926781, 23709.423866034194; 6702.583634973511
20, 10, 10, EQUAL_PRIORITY: 1902, 1902, 0.0; 4061, 4061, 0.0; 4110, 4110, 0.0; 1853, 1853, 0.0; 0.0; 5150.927626451026, 21576.294150650778; 6636.281058609767
21, 10, 10, EQUAL_PRIORITY: 1838, 1838, 0.0; 4126, 4126, 0.0; 4093, 4093, 0.0; 1871, 1871, 0.0; 0.0; 4918.9541248401365, 23361.11812243983; 6676.249196586831
22, 10, 10, EQUAL_PRIORITY: 1822, 1822, 0.0; 4093, 4093, 0.0; 4053, 4053, 0.0; 1862, 1862, 0.0; 0.0; 4449.34240609601, 21425.27535725273; 6621.737614408249
23, 10, 10, EQUAL_PRIORITY: 1909, 1909, 0.0; 4019, 4019, 0.0; 4058, 4058, 0.0; 1870, 1870, 0.0; 0.0; 6279.054232091614, 23238.88189187934; 6694.315218810378
24, 10, 10, EQUAL_PRIORITY: 1797, 1797, 0.0; 4151, 4151, 0.0; 4081, 4081, 0.0; 1867, 1867, 0.0; 0.0; 5305.822210168757, 23209.459252118686; 6678.535242143604
25, 10, 10, EQUAL_PRIORITY: 1839, 1839, 0.0; 4098, 4098, 0.0; 4079, 4079, 0.0; 1858, 1858, 0.0; 0.0; 4329.736246752975, 20624.81228943111; 6600.351456120388
26, 10, 10, EQUAL_PRIORITY: 1885, 1885, 0.0; 4076, 4076, 0.0; 4098, 4098, 0.0; 1863, 1863, 0.0; 0.0; 4790.838931869992, 23092.774149179095; 6667.7175906815255
27, 10, 10, EQUAL_PRIORITY: 1826, 1826, 0.0; 4103, 4103, 0.0; 4079, 4079, 0.0; 1850, 1850, 0.0; 0.0; 4451.929090523918, 23603.160263990416; 6674.928409034064
28, 10, 10, EQUAL_PRIORITY: 1889, 1889, 0.0; 3995, 3995, 0.0; 4038, 4038, 0.0; 1846, 1846, 0.0; 0.0; 4734.345307819196, 20858.67970134341; 6612.320741522844
29, 10, 10, EQUAL_PRIORITY: 1843, 1843, 0.0; 4115, 4115, 0.0; 4095, 4095, 0.0; 1863, 1863, 0.0; 0.0; 4502.428322874388, 23805.9592906794; 6680.659206733684
30, 10, 10, EQUAL_PRIORITY: 1860, 1860, 0.0; 4074, 4074, 0.0; 4067, 4067, 0.0; 1867, 1867, 0.0; 0.0; 4145.615719685855, 23936.123613399905; 6678.313736226922
1, 10, 11, EQUAL_PRIORITY: 1881, 1881, 0.0; 4238, 4238, 0.0; 4067, 4067, 0.0; 2052, 2052, 0.0; 0.0; 3986.2414356149384, 25135.115403613978; 7074.108338615572
2, 10, 11, EQUAL_PRIORITY: 1844, 1844, 0.0; 4272, 4272, 0.0; 4067, 4067, 0.0; 2049, 2049, 0.0; 0.0; 4836.655893328672, 25896.84152085574; 7105.85925927478
3, 10, 11, EQUAL_PRIORITY: 1845, 1845, 0.0; 4237, 4237, 0.0; 4061, 4061, 0.0; 2021, 2021, 0.0; 0.0; 4869.481964425693, 24739.407618294776; 7078.120382991163
4, 10, 11, EQUAL_PRIORITY: 1868, 1868, 0.0; 4250, 4250, 0.0; 4085, 4085, 0.0; 2033, 2033, 0.0; 0.0; 4333.332642036985, 24328.116680564766; 7059.785376545307
5, 10, 11, EQUAL_PRIORITY: 1880, 1880, 0.0; 4244, 4244, 0.0; 4085, 4085, 0.0; 2039, 2039, 0.0; 0.0; 4553.137090206292, 24970.72260240889; 7078.869756573886
6, 10, 11, EQUAL_PRIORITY: 1877, 1877, 0.0; 4242, 4242, 0.0; 4061, 4061, 0.0; 2058, 2058, 0.0; 0.0; 4399.362001189002, 24663.719460568478; 7068.997565425132
7, 10, 11, EQUAL_PRIORITY: 1872, 1872, 0.0; 4255, 4255, 0.0; 4076, 4076, 0.0; 2051, 2051, 0.0; 0.0; 4471.855498547244, 23558.275772304827; 7043.141398587337
8, 10, 11, EQUAL_PRIORITY: 1882, 1882, 0.0; 4273, 4273, 0.0; 4094, 4094, 0.0; 2061, 2061, 0.0; 0.0; 4219.494105930658, 24527.389067396216; 7062.8867848318105
9, 10, 11, EQUAL_PRIORITY: 1879, 1879, 0.0; 4235, 4235, 0.0; 4089, 4089, 0.0; 2025, 2025, 0.0; 0.0; 4760.054648956473, 22282.166085093937; 7016.4584704534045
10, 10, 11, EQUAL_PRIORITY: 1898, 1898, 0.0; 4228, 4228, 0.0; 4092, 4092, 0.0; 2034, 2034, 0.0; 0.0; 4787.314041668127, 24217.21203648708; 7064.104677725799
11, 10, 11, EQUAL_PRIORITY: 1875, 1875, 0.0; 4260, 4260, 0.0; 4086, 4086, 0.0; 2049, 2049, 0.0; 0.0; 4959.799897009361, 23849.548641046727; 7057.80136405069
12, 10, 11, EQUAL_PRIORITY: 1891, 1891, 0.0; 4225, 4225, 0.0; 4074, 4074, 0.0; 2042, 2042, 0.0; 0.0; 4365.580167600259, 24989.76003634838; 7076.431693957078
13, 10, 11, EQUAL_PRIORITY: 1865, 1865, 0.0; 4262, 4262, 0.0; 4082, 4082, 0.0; 2045, 2045, 0.0; 0.0; 4887.4664247496985, 24094.200986840675; 7062.652599704738
14, 10, 11, EQUAL_PRIORITY: 1888, 1888, 0.0; 4238, 4238, 0.0; 4086, 4086, 0.0; 2040, 2040, 0.0; 0.0; 5086.135252194988, 24807.880317958407; 7083.14441047224
15, 10, 11, EQUAL_PRIORITY: 1887, 1887, 0.0; 4251, 4251, 0.0; 4093, 4093, 0.0; 2045, 2045, 0.0; 0.0; 4696.298596271983, 25107.757787200433; 7084.429662368029
16, 10, 11, EQUAL_PRIORITY: 1889, 1889, 0.0; 4205, 4205, 0.0; 4048, 4048, 0.0; 2046, 2046, 0.0; 0.0; 4501.45813042314, 23442.17033510293; 7040.7660090060845
17, 10, 11, EQUAL_PRIORITY: 1890, 1890, 0.0; 4220, 4220, 0.0; 4061, 4061, 0.0; 2049, 2049, 0.0; 0.0; 4496.667124503394, 22615.134567849324; 7020.508251499352
18, 10, 11, EQUAL_PRIORITY: 1794, 1794, 0.0; 4324, 4324, 0.0; 4087, 4087, 0.0; 2031, 2031, 0.0; 0.0; 4599.0877806390345, 23740.863704643125; 7049.566484635109
19, 10, 11, EQUAL_PRIORITY: 1830, 1830, 0.0; 4287, 4287, 0.0; 4080, 4080, 0.0; 2037, 2037, 0.0; 0.0; 4569.991257057642, 23778.238225502617; 7050.028297576849
20, 10, 11, EQUAL_PRIORITY: 1921, 1921, 0.0; 4224, 4224, 0.0; 4081, 4081, 0.0; 2064, 2064, 0.0; 0.0; 4781.977142058269, 24760.96493582899; 7077.2922428943475
21, 10, 11, EQUAL_PRIORITY: 1841, 1841, 0.0; 4277, 4277, 0.0; 4084, 4084, 0.0; 2034, 2034, 0.0; 0.0; 4573.465543975908, 25162.59545424569; 7083.866974861576
22, 10, 11, EQUAL_PRIORITY: 1841, 1841, 0.0; 4261, 4261, 0.0; 4039, 4039, 0.0; 2063, 2063, 0.0; 0.0; 4071.1577357846836, 27385.74182101678; 7130.348521304815
23, 10, 11, EQUAL_PRIORITY: 1938, 1938, 0.0; 4159, 4159, 0.0; 4053, 4053, 0.0; 2044, 2044, 0.0; 0.0; 4596.464671512687, 23704.85340496045; 7048.647066108755
24, 10, 11, EQUAL_PRIORITY: 1815, 1815, 0.0; 4313, 4313, 0.0; 4077, 4077, 0.0; 2051, 2051, 0.0; 0.0; 5191.124523183651, 26797.57633131808; 7133.327301896915
25, 10, 11, EQUAL_PRIORITY: 1882, 1882, 0.0; 4235, 4235, 0.0; 4071, 4071, 0.0; 2046, 2046, 0.0; 0.0; 4402.723651624532, 23278.905822769884; 7035.253543854645
26, 10, 11, EQUAL_PRIORITY: 1915, 1915, 0.0; 4213, 4213, 0.0; 4085, 4085, 0.0; 2043, 2043, 0.0; 0.0; 4541.676989651911, 23579.261440530216; 7044.734119519458
27, 10, 11, EQUAL_PRIORITY: 1871, 1871, 0.0; 4233, 4233, 0.0; 4053, 4053, 0.0; 2051, 2051, 0.0; 0.0; 3710.8444931330596, 26152.51602204221; 7094.675662931661
28, 10, 11, EQUAL_PRIORITY: 1932, 1932, 0.0; 4158, 4158, 0.0; 4045, 4045, 0.0; 2045, 2045, 0.0; 0.0; 5007.480775502147, 23340.039126124946; 7046.104824008439
29, 10, 11, EQUAL_PRIORITY: 1887, 1887, 0.0; 4265, 4265, 0.0; 4108, 4108, 0.0; 2044, 2044, 0.0; 0.0; 4872.606697924377, 24372.370996819474; 7069.211300604543
30, 10, 11, EQUAL_PRIORITY: 1900, 1900, 0.0; 4248, 4248, 0.0; 4112, 4112, 0.0; 2036, 2036, 0.0; 0.0; 5035.599973468998, 25639.91187193479; 7102.6678488449525
1, 10, 12, EQUAL_PRIORITY: 1920, 1920, 0.0; 4406, 4406, 0.0; 4108, 4108, 0.0; 2218, 2218, 0.0; 0.0; 4217.676001083353, 27481.546908204968; 7503.954166228911
2, 10, 12, EQUAL_PRIORITY: 1903, 1903, 0.0; 4444, 4444, 0.0; 4161, 4161, 0.0; 2186, 2186, 0.0; 0.0; 5556.567142936328, 27240.439487157622; 7518.790931362981
3, 10, 12, EQUAL_PRIORITY: 1870, 1870, 0.0; 4387, 4387, 0.0; 4045, 4045, 0.0; 2212, 2212, 0.0; 0.0; 4657.43140331615, 26580.919317153763; 7488.780302672336
4, 10, 12, EQUAL_PRIORITY: 1906, 1906, 0.0; 4399, 4399, 0.0; 4096, 4096, 0.0; 2209, 2209, 0.0; 0.0; 4490.161084269625, 27326.44774935409; 7504.386039234838
5, 10, 12, EQUAL_PRIORITY: 1936, 1936, 0.0; 4421, 4421, 0.0; 4146, 4146, 0.0; 2211, 2211, 0.0; 0.0; 4530.8624243257655, 27898.627540430796; 7518.979852494126
6, 10, 12, EQUAL_PRIORITY: 1911, 1911, 0.0; 4381, 4381, 0.0; 4064, 4064, 0.0; 2228, 2228, 0.0; 0.0; 5854.7419716203, 24572.997060414316; 7458.307244487569
7, 10, 12, EQUAL_PRIORITY: 1947, 1947, 0.0; 4419, 4419, 0.0; 4149, 4149, 0.0; 2217, 2217, 0.0; 0.0; 6102.771326711401, 25907.231014204488; 7494.707455998143
8, 10, 12, EQUAL_PRIORITY: 1920, 1920, 0.0; 4424, 4424, 0.0; 4113, 4113, 0.0; 2231, 2231, 0.0; 0.0; 4658.002771402811, 25780.454710750826; 7469.253997141224
9, 10, 12, EQUAL_PRIORITY: 1935, 1935, 0.0; 4389, 4389, 0.0; 4092, 4092, 0.0; 2232, 2232, 0.0; 0.0; 4827.075685116593, 27295.71965574319; 7508.850281963394
10, 10, 12, EQUAL_PRIORITY: 1942, 1942, 0.0; 4397, 4397, 0.0; 4127, 4127, 0.0; 2212, 2212, 0.0; 0.0; 4775.292434848161, 26660.921228602223; 7492.556770046871
11, 10, 12, EQUAL_PRIORITY: 1906, 1906, 0.0; 4422, 4422, 0.0; 4081, 4081, 0.0; 2247, 2247, 0.0; 0.0; 4901.16423407213, 27151.72731525851; 7506.482791673497
12, 10, 12, EQUAL_PRIORITY: 1930, 1930, 0.0; 4404, 4404, 0.0; 4124, 4124, 0.0; 2210, 2210, 0.0; 0.0; 4160.81318810457, 28687.84340067103; 7532.5135251894235
13, 10, 12, EQUAL_PRIORITY: 1911, 1911, 0.0; 4415, 4415, 0.0; 4116, 4116, 0.0; 2210, 2210, 0.0; 0.0; 4185.207667101975, 26454.156664384427; 7478.378465824055
14, 10, 12, EQUAL_PRIORITY: 1916, 1916, 0.0; 4396, 4396, 0.0; 4074, 4074, 0.0; 2238, 2238, 0.0; 0.0; 4585.26080153542, 28336.279358811895; 7530.502520566196
15, 10, 12, EQUAL_PRIORITY: 1937, 1937, 0.0; 4396, 4396, 0.0; 4130, 4130, 0.0; 2203, 2203, 0.0; 0.0; 4959.1861692684615, 26952.41245669796; 7502.516518527141
16, 10, 12, EQUAL_PRIORITY: 1914, 1914, 0.0; 4355, 4355, 0.0; 4046, 4046, 0.0; 2223, 2223, 0.0; 0.0; 4600.51955110977, 26192.33609195873; 7478.416242916168
17, 10, 12, EQUAL_PRIORITY: 1940, 1940, 0.0; 4391, 4391, 0.0; 4079, 4079, 0.0; 2252, 2252, 0.0; 0.0; 4781.801133200701, 26796.42900404158; 7495.9645348981685
18, 10, 12, EQUAL_PRIORITY: 1820, 1820, 0.0; 4493, 4493, 0.0; 4084, 4084, 0.0; 2229, 2229, 0.0; 0.0; 4685.214074728312, 26694.7886607229; 7491.989226805104
19, 10, 12, EQUAL_PRIORITY: 1887, 1887, 0.0; 4432, 4432, 0.0; 4087, 4087, 0.0; 2232, 2232, 0.0; 0.0; 4535.716419687684, 26068.892048952053; 7474.400714832687
20, 10, 12, EQUAL_PRIORITY: 1966, 1966, 0.0; 4378, 4378, 0.0; 4095, 4095, 0.0; 2249, 2249, 0.0; 0.0; 4789.015915564189, 27301.743669456875; 7508.408276340715
21, 10, 12, EQUAL_PRIORITY: 1867, 1867, 0.0; 4436, 4436, 0.0; 4086, 4086, 0.0; 2217, 2217, 0.0; 0.0; 4482.34011117433, 26815.263988199105; 7491.789682384938
22, 10, 12, EQUAL_PRIORITY: 1879, 1879, 0.0; 4439, 4439, 0.0; 4094, 4094, 0.0; 2224, 2224, 0.0; 0.0; 4694.521418434451, 27917.382042353842; 7521.970369414169
23, 10, 12, EQUAL_PRIORITY: 1975, 1975, 0.0; 4324, 4324, 0.0; 4063, 4063, 0.0; 2236, 2236, 0.0; 0.0; 5078.027536427282, 26967.723872499148; 7504.729401618794
24, 10, 12, EQUAL_PRIORITY: 1874, 1874, 0.0; 4442, 4442, 0.0; 4105, 4105, 0.0; 2211, 2211, 0.0; 0.0; 4435.500791593833, 26940.943641754493; 7494.131970174627
25, 10, 12, EQUAL_PRIORITY: 1906, 1906, 0.0; 4402, 4402, 0.0; 4075, 4075, 0.0; 2233, 2233, 0.0; 0.0; 5021.702243060252, 25348.07675854556; 7464.330598464247
26, 10, 12, EQUAL_PRIORITY: 1965, 1965, 0.0; 4392, 4392, 0.0; 4118, 4118, 0.0; 2239, 2239, 0.0; 0.0; 4685.951925801637, 26462.74145478131; 7486.337589117188
27, 10, 12, EQUAL_PRIORITY: 1958, 1958, 0.0; 4390, 4390, 0.0; 4195, 4195, 0.0; 2153, 2153, 0.0; 0.0; 4645.988842204359, 26954.989483784942; 7497.732308769343
28, 10, 12, EQUAL_PRIORITY: 1961, 1961, 0.0; 4316, 4316, 0.0; 4069, 4069, 0.0; 2208, 2208, 0.0; 0.0; 4379.4290366676, 25544.90409873934; 7459.194180358138
29, 10, 12, EQUAL_PRIORITY: 1936, 1936, 0.0; 4394, 4394, 0.0; 4123, 4123, 0.0; 2207, 2207, 0.0; 0.0; 4477.78622248632, 25658.73721770165; 7463.494445065721
30, 10, 12, EQUAL_PRIORITY: 1936, 1936, 0.0; 4375, 4375, 0.0; 4094, 4094, 0.0; 2217, 2217, 0.0; 0.0; 4424.032092095382, 28605.475628407425; 7534.5769852138
1, 10, 13, EQUAL_PRIORITY: 2012, 2012, 0.0; 4601, 4601, 0.0; 4304, 4304, 0.0; 2309, 2309, 0.0; 0.0; 4516.929891635416, 29421.750482827498; 7924.935682725267
2, 10, 13, EQUAL_PRIORITY: 1981, 1981, 0.0; 4644, 4644, 0.0; 4339, 4339, 0.0; 2286, 2286, 0.0; 0.0; 4945.684063682129, 28911.01452745039; 7919.106774572144
3, 10, 13, EQUAL_PRIORITY: 1942, 1942, 0.0; 4566, 4566, 0.0; 4143, 4143, 0.0; 2365, 2365, 0.0; 0.0; 4147.456354544513, 29116.86550031863; 7911.77699448287
4, 10, 13, EQUAL_PRIORITY: 1997, 1997, 0.0; 4613, 4613, 0.0; 4283, 4283, 0.0; 2327, 2327, 0.0; 0.0; 4888.818749460668, 29392.311891258272; 7929.972663706885
5, 10, 13, EQUAL_PRIORITY: 2003, 2003, 0.0; 4554, 4554, 0.0; 4245, 4245, 0.0; 2312, 2312, 0.0; 0.0; 3867.13592995012, 27520.556801072016; 7868.481168465866
6, 10, 13, EQUAL_PRIORITY: 2004, 2004, 0.0; 4598, 4598, 0.0; 4284, 4284, 0.0; 2318, 2318, 0.0; 0.0; 4499.318919308265, 27822.00225794442; 7885.621657427224
7, 10, 13, EQUAL_PRIORITY: 2035, 2035, 0.0; 4639, 4639, 0.0; 4340, 4340, 0.0; 2334, 2334, 0.0; 0.0; 4571.445758595728, 29615.962165182995; 7930.519070533328
8, 10, 13, EQUAL_PRIORITY: 1992, 1992, 0.0; 4637, 4637, 0.0; 4283, 4283, 0.0; 2346, 2346, 0.0; 0.0; 4097.677311183099, 28911.100874537602; 7905.984967825478
9, 10, 13, EQUAL_PRIORITY: 2036, 2036, 0.0; 4582, 4582, 0.0; 4295, 4295, 0.0; 2323, 2323, 0.0; 0.0; 4574.484238701407, 28755.061054498554; 7909.556008000403
10, 10, 13, EQUAL_PRIORITY: 2024, 2024, 0.0; 4582, 4582, 0.0; 4266, 4266, 0.0; 2340, 2340, 0.0; 0.0; 4536.475661886565, 30532.2186598361; 7952.338888251387
11, 10, 13, EQUAL_PRIORITY: 1972, 1972, 0.0; 4634, 4634, 0.0; 4273, 4273, 0.0; 2333, 2333, 0.0; 0.0; 4482.905028113353, 29117.057404422827; 7916.973145423978
12, 10, 13, EQUAL_PRIORITY: 1997, 1997, 0.0; 4656, 4656, 0.0; 4356, 4356, 0.0; 2297, 2297, 0.0; 0.0; 4788.788660075341, 27837.339663720544; 7890.475852008632
13, 10, 13, EQUAL_PRIORITY: 1964, 1964, 0.0; 4624, 4624, 0.0; 4262, 4262, 0.0; 2326, 2326, 0.0; 0.0; 4071.4987446052255, 29736.97009733568; 7925.734965089583
14, 10, 13, EQUAL_PRIORITY: 2011, 2011, 0.0; 4574, 4574, 0.0; 4236, 4236, 0.0; 2349, 2349, 0.0; 0.0; 5019.867414372624, 29300.11751924247; 7929.750816108708
15, 10, 13, EQUAL_PRIORITY: 2005, 2005, 0.0; 4610, 4610, 0.0; 4334, 4334, 0.0; 2281, 2281, 0.0; 0.0; 4514.95030222756, 26616.94352125541; 7856.45440013654
16, 10, 13, EQUAL_PRIORITY: 1995, 1995, 0.0; 4595, 4595, 0.0; 4273, 4273, 0.0; 2317, 2317, 0.0; 0.0; 4862.473975635105, 29059.84547517143; 7921.451183243179
17, 10, 13, EQUAL_PRIORITY: 2044, 2044, 0.0; 4582, 4582, 0.0; 4301, 4301, 0.0; 2325, 2325, 0.0; 0.0; 4756.17340534972, 26389.832365207505; 7854.645021138453
18, 10, 13, EQUAL_PRIORITY: 1905, 1905, 0.0; 4688, 4688, 0.0; 4246, 4246, 0.0; 2347, 2347, 0.0; 0.0; 4313.021039387808, 29436.141503944033; 7922.131159932017
19, 10, 13, EQUAL_PRIORITY: 1969, 1969, 0.0; 4596, 4596, 0.0; 4219, 4219, 0.0; 2346, 2346, 0.0; 0.0; 4774.871877236146, 28092.091980834506; 7896.477642870449
