Base Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
7, 9, 13, EQUAL_PRIORITY: 1950, 1950, 0.0; 4422, 4422, 0.0; 4157, 4157, 0.0; 2215, 2215, 0.0; 0.0; 3956.97836384704, 27043.663315288635; 7624.233115111225
8, 9, 13, EQUAL_PRIORITY: 1910, 1910, 0.0; 4416, 4416, 0.0; 4076, 4076, 0.0; 2250, 2250, 0.0; 0.0; 3680.627731960354, 27894.761513892096; 7640.72710898842
9, 9, 13, EQUAL_PRIORITY: 1936, 1936, 0.0; 4388, 4388, 0.0; 4115, 4115, 0.0; 2209, 2209, 0.0; 0.0; 4308.555212808089, 26976.70793056315; 7628.040155170297
10, 9, 13, EQUAL_PRIORITY: 1940, 1940, 0.0; 4404, 4404, 0.0; 4111, 4111, 0.0; 2233, 2233, 0.0; 0.0; 4019.4029135757155, 30863.786574595302; 7718.4284079234385
11, 9, 13, EQUAL_PRIORITY: 1896, 1896, 0.0; 4412, 4412, 0.0; 4075, 4075, 0.0; 2233, 2233, 0.0; 0.0; 4179.762105446978, 27414.986289191802; 7636.743007499099
12, 9, 13, EQUAL_PRIORITY: 1934, 1934, 0.0; 4423, 4423, 0.0; 4146, 4146, 0.0; 2211, 2211, 0.0; 0.0; 4374.955011507263, 27820.422094717214; 7649.658414394402
13, 9, 13, EQUAL_PRIORITY: 1908, 1908, 0.0; 4409, 4409, 0.0; 4094, 4094, 0.0; 2223, 2223, 0.0; 0.0; 3617.4608819009445, 28848.05937351819; 7663.0145340736135
14, 9, 13, EQUAL_PRIORITY: 1907, 1907, 0.0; 4390, 4390, 0.0; 4062, 4062, 0.0; 2235, 2235, 0.0; 0.0; 4092.694903702606, 27673.02007810709; 7641.692792082535
15, 9, 13, EQUAL_PRIORITY: 1940, 1940, 0.0; 4391, 4391, 0.0; 4142, 4142, 0.0; 2189, 2189, 0.0; 0.0; 4070.912594742913, 27366.589408727756; 7633.877317393544
16, 9, 13, EQUAL_PRIORITY: 1913, 1913, 0.0; 4364, 4364, 0.0; 4056, 4056, 0.0; 2221, 2221, 0.0; 0.0; 4427.083782831993, 27275.76638779287; 7637.172976341154
17, 9, 13, EQUAL_PRIORITY: 1943, 1943, 0.0; 4373, 4373, 0.0; 4097, 4097, 0.0; 2219, 2219, 0.0; 0.0; 3896.8563796095696, 26305.49742538354; 7605.287893042008
18, 9, 13, EQUAL_PRIORITY: 1818, 1818, 0.0; 4494, 4494, 0.0; 4052, 4052, 0.0; 2260, 2260, 0.0; 0.0; 4279.221565656786, 30041.979723789904; 7702.393410346704
19, 9, 13, EQUAL_PRIORITY: 1884, 1884, 0.0; 4440, 4440, 0.0; 4069, 4069, 0.0; 2255, 2255, 0.0; 0.0; 4927.339781566232, 27898.121426285084; 7660.103459999054
20, 9, 13, EQUAL_PRIORITY: 1940, 1940, 0.0; 4351, 4351, 0.0; 4028, 4028, 0.0; 2263, 2263, 0.0; 0.0; 3767.48855539714, 27239.597297564294; 7626.082256928847
21, 9, 13, EQUAL_PRIORITY: 1834, 1834, 0.0; 4415, 4415, 0.0; 3990, 3990, 0.0; 2259, 2259, 0.0; 0.0; 4244.035221758255, 28165.534795646177; 7656.054668087624
22, 9, 13, EQUAL_PRIORITY: 1870, 1870, 0.0; 4430, 4430, 0.0; 4074, 4074, 0.0; 2226, 2226, 0.0; 0.0; 3866.560068132647, 28094.237995249816; 7648.47280927184
23, 9, 13, EQUAL_PRIORITY: 1963, 1963, 0.0; 4304, 4304, 0.0; 4036, 4036, 0.0; 2231, 2231, 0.0; 0.0; 4255.495299453658, 26564.86491267213; 7617.168059050805
24, 9, 13, EQUAL_PRIORITY: 1874, 1874, 0.0; 4456, 4456, 0.0; 4116, 4116, 0.0; 2214, 2214, 0.0; 0.0; 4761.049022825595, 27657.52168133731; 7651.658133052557
25, 9, 13, EQUAL_PRIORITY: 1906, 1906, 0.0; 4410, 4410, 0.0; 4041, 4041, 0.0; 2275, 2275, 0.0; 0.0; 4094.6074668770307, 28246.65978415172; 7655.721931719657
26, 9, 13, EQUAL_PRIORITY: 1947, 1947, 0.0; 4376, 4376, 0.0; 4069, 4069, 0.0; 2254, 2254, 0.0; 0.0; 4509.890485947108, 27020.327688213147; 7632.220588006764
27, 9, 13, EQUAL_PRIORITY: 1960, 1960, 0.0; 4402, 4402, 0.0; 4186, 4186, 0.0; 2176, 2176, 0.0; 0.0; 3922.931340880692, 28367.852610923597; 7656.022721375456
28, 9, 13, EQUAL_PRIORITY: 1970, 1970, 0.0; 4312, 4312, 0.0; 4078, 4078, 0.0; 2204, 2204, 0.0; 0.0; 3978.063150446542, 26530.36871181523; 7612.03259470002
29, 9, 13, EQUAL_PRIORITY: 1934, 1934, 0.0; 4397, 4397, 0.0; 4118, 4118, 0.0; 2213, 2213, 0.0; 0.0; 3996.4409068247624, 28578.27640446734; 7662.29571200036
30, 9, 13, EQUAL_PRIORITY: 1909, 1909, 0.0; 4345, 4345, 0.0; 4025, 4025, 0.0; 2229, 2229, 0.0; 0.0; 3798.7226577518013, 27982.57521684248; 7644.69784106672
1, 9, 14, EQUAL_PRIORITY: 2016, 2016, 0.0; 4616, 4616, 0.0; 4314, 4314, 0.0; 2318, 2318, 0.0; 0.0; 4414.464392870781, 30221.45641626051; 8077.866540048405
2, 9, 14, EQUAL_PRIORITY: 1959, 1959, 0.0; 4613, 4613, 0.0; 4298, 4298, 0.0; 2274, 2274, 0.0; 0.0; 3574.390746658173, 29736.74326669537; 8053.036091278347
3, 9, 14, EQUAL_PRIORITY: 1938, 1938, 0.0; 4544, 4544, 0.0; 4112, 4112, 0.0; 2370, 2370, 0.0; 0.0; 4072.0989598025044, 30219.854561579006; 8072.528934511669
4, 9, 14, EQUAL_PRIORITY: 2006, 2006, 0.0; 4610, 4610, 0.0; 4296, 4296, 0.0; 2320, 2320, 0.0; 0.0; 4143.4187895186915, 30645.16617764627; 8084.012322506537
5, 9, 14, EQUAL_PRIORITY: 2005, 2005, 0.0; 4571, 4571, 0.0; 4253, 4253, 0.0; 2323, 2323, 0.0; 0.0; 4483.62272032084, 29250.99437740844; 8055.252952501243
6, 9, 14, EQUAL_PRIORITY: 2010, 2010, 0.0; 4608, 4608, 0.0; 4309, 4309, 0.0; 2309, 2309, 0.0; 0.0; 3951.8605238275486, 28462.03202371215; 8027.768861066496
7, 9, 14, EQUAL_PRIORITY: 2024, 2024, 0.0; 4631, 4631, 0.0; 4314, 4314, 0.0; 2341, 2341, 0.0; 0.0; 4319.207176877404, 29597.054185193454; 8061.153933447467
8, 9, 14, EQUAL_PRIORITY: 1996, 1996, 0.0; 4631, 4631, 0.0; 4289, 4289, 0.0; 2338, 2338, 0.0; 0.0; 3910.291879032651, 28843.59691797306; 8036.4375371974675
9, 9, 14, EQUAL_PRIORITY: 2036, 2036, 0.0; 4579, 4579, 0.0; 4291, 4291, 0.0; 2324, 2324, 0.0; 0.0; 4441.437095191184, 29233.975312699957; 8054.184733509327
10, 9, 14, EQUAL_PRIORITY: 2022, 2022, 0.0; 4587, 4587, 0.0; 4263, 4263, 0.0; 2346, 2346, 0.0; 0.0; 4209.46617331609, 30663.259797532068; 8085.476054883949
11, 9, 14, EQUAL_PRIORITY: 1970, 1970, 0.0; 4623, 4623, 0.0; 4262, 4262, 0.0; 2331, 2331, 0.0; 0.0; 4002.667470738321, 28647.267346257417; 8033.075782997471
12, 9, 14, EQUAL_PRIORITY: 2006, 2006, 0.0; 4689, 4689, 0.0; 4383, 4383, 0.0; 2312, 2312, 0.0; 0.0; 4329.575440375018, 31202.821302281387; 8100.50275883529
13, 9, 14, EQUAL_PRIORITY: 1966, 1966, 0.0; 4625, 4625, 0.0; 4257, 4257, 0.0; 2334, 2334, 0.0; 0.0; 3980.0857776180637, 30123.904239052645; 8068.763276201921
14, 9, 14, EQUAL_PRIORITY: 2004, 2004, 0.0; 4561, 4561, 0.0; 4220, 4220, 0.0; 2345, 2345, 0.0; 0.0; 4422.694895049979, 28869.160088106204; 8044.991446954556
15, 9, 14, EQUAL_PRIORITY: 2005, 2005, 0.0; 4610, 4610, 0.0; 4333, 4333, 0.0; 2282, 2282, 0.0; 0.0; 3935.4913714923605, 27494.1609941863; 8003.894866916929
16, 9, 14, EQUAL_PRIORITY: 1989, 1989, 0.0; 4583, 4583, 0.0; 4258, 4258, 0.0; 2314, 2314, 0.0; 0.0; 4050.522609817519, 28629.92684639951; 8033.393207474783
17, 9, 14, EQUAL_PRIORITY: 2068, 2068, 0.0; 4600, 4600, 0.0; 4337, 4337, 0.0; 2331, 2331, 0.0; 0.0; 4158.434572114231, 29738.124111253273; 8062.108563950211
18, 9, 14, EQUAL_PRIORITY: 1910, 1910, 0.0; 4692, 4692, 0.0; 4255, 4255, 0.0; 2347, 2347, 0.0; 0.0; 4640.766201084261, 31744.861971653023; 8118.5471798011695
19, 9, 14, EQUAL_PRIORITY: 1976, 1976, 0.0; 4599, 4599, 0.0; 4242, 4242, 0.0; 2333, 2333, 0.0; 0.0; 3453.898401712504, 28889.256494416913; 8030.4886159021535
20, 9, 14, EQUAL_PRIORITY: 2032, 2032, 0.0; 4567, 4567, 0.0; 4248, 4248, 0.0; 2351, 2351, 0.0; 0.0; 5528.019759841554, 29247.687574115655; 8071.335538270609
21, 9, 14, EQUAL_PRIORITY: 1934, 1934, 0.0; 4599, 4599, 0.0; 4176, 4176, 0.0; 2357, 2357, 0.0; 0.0; 3674.025178407639, 29306.137780853765; 8044.06922836524
22, 9, 14, EQUAL_PRIORITY: 1949, 1949, 0.0; 4642, 4642, 0.0; 4250, 4250, 0.0; 2341, 2341, 0.0; 0.0; 4034.1733950749767, 29161.34657167997; 8046.109355780255
23, 9, 14, EQUAL_PRIORITY: 2045, 2045, 0.0; 4535, 4535, 0.0; 4238, 4238, 0.0; 2342, 2342, 0.0; 0.0; 4559.997105858303, 29311.075331612446; 8057.901198421682
24, 9, 14, EQUAL_PRIORITY: 1995, 1995, 0.0; 4626, 4626, 0.0; 4316, 4316, 0.0; 2305, 2305, 0.0; 0.0; 3897.6587295691133, 29069.967767270253; 8041.766550849332
25, 9, 14, EQUAL_PRIORITY: 2009, 2009, 0.0; 4596, 4596, 0.0; 4242, 4242, 0.0; 2363, 2363, 0.0; 0.0; 3829.324860228182, 29468.302850334716; 8050.430275731938
26, 9, 14, EQUAL_PRIORITY: 2039, 2039, 0.0; 4552, 4552, 0.0; 4232, 4232, 0.0; 2359, 2359, 0.0; 0.0; 4095.6449497301073, 30256.324371554147; 8073.783373765895
27, 9, 14, EQUAL_PRIORITY: 2067, 2067, 0.0; 4588, 4588, 0.0; 4368, 4368, 0.0; 2287, 2287, 0.0; 0.0; 4506.252604463123, 29989.123593703232; 8073.617044677306
28, 9, 14, EQUAL_PRIORITY: 2065, 2065, 0.0; 4534, 4534, 0.0; 4273, 4273, 0.0; 2326, 2326, 0.0; 0.0; 4074.5585275755293, 28918.627360265542; 8040.810859218959
29, 9, 14, EQUAL_PRIORITY: 2023, 2023, 0.0; 4572, 4572, 0.0; 4293, 4293, 0.0; 2302, 2302, 0.0; 0.0; 3914.7813674005156, 28361.395719773413; 8024.739011942335
30, 9, 14, EQUAL_PRIORITY: 1978, 1978, 0.0; 4537, 4537, 0.0; 4195, 4195, 0.0; 2320, 2320, 0.0; 0.0; 4634.397066509337, 30214.171337894863; 8081.092469394603
1, 9, 15, EQUAL_PRIORITY: 2107, 2107, 0.0; 4798, 4798, 0.0; 4484, 4484, 0.0; 2421, 2421, 0.0; 0.0; 3673.532997787901, 31861.305011811404; 8475.419859182592
2, 9, 15, EQUAL_PRIORITY: 2061, 2061, 0.0; 4821, 4821, 0.0; 4493, 4493, 0.0; 2389, 2389, 0.0; 0.0; 3795.95783202647, 31242.247579229996; 8462.20657998876
3, 9, 15, EQUAL_PRIORITY: 2031, 2031, 0.0; 4755, 4755, 0.0; 4304, 4304, 0.0; 2482, 2482, 0.0; 0.0; 3690.183545708176, 32639.704680260867; 8494.674204808993
4, 9, 15, EQUAL_PRIORITY: 2063, 2063, 0.0; 4800, 4800, 0.0; 4458, 4458, 0.0; 2405, 2405, 0.0; 0.0; 3599.567364761024, 29071.39793557409; 8406.188135025193
5, 9, 15, EQUAL_PRIORITY: 2088, 2088, 0.0; 4805, 4805, 0.0; 4451, 4451, 0.0; 2442, 2442, 0.0; 0.0; 4434.03359899862, 31135.127472916603; 8469.467321406872
6, 9, 15, EQUAL_PRIORITY: 2129, 2129, 0.0; 4801, 4801, 0.0; 4498, 4498, 0.0; 2432, 2432, 0.0; 0.0; 4016.6848898144235, 30582.20118923462; 8449.514318984402
7, 9, 15, EQUAL_PRIORITY: 2099, 2099, 0.0; 4798, 4798, 0.0; 4442, 4442, 0.0; 2455, 2455, 0.0; 0.0; 4622.269502300638, 30677.137552958768; 8461.20336114948
8, 9, 15, EQUAL_PRIORITY: 2052, 2052, 0.0; 4857, 4857, 0.0; 4465, 4465, 0.0; 2444, 2444, 0.0; 0.0; 4103.087126985949, 31090.5472494789; 8463.257561029923
9, 9, 15, EQUAL_PRIORITY: 2121, 2121, 0.0; 4750, 4750, 0.0; 4438, 4438, 0.0; 2433, 2433, 0.0; 0.0; 4593.877947000976, 30518.617710360326; 8456.895329015952
10, 9, 15, EQUAL_PRIORITY: 2096, 2096, 0.0; 4760, 4760, 0.0; 4402, 4402, 0.0; 2454, 2454, 0.0; 0.0; 3828.9606299413426, 30700.968144623082; 8449.507541850013
11, 9, 15, EQUAL_PRIORITY: 2078, 2078, 0.0; 4807, 4807, 0.0; 4444, 4444, 0.0; 2441, 2441, 0.0; 0.0; 4080.7605016948655, 29278.700381135088; 8418.694338494408
12, 9, 15, EQUAL_PRIORITY: 2071, 2071, 0.0; 4833, 4833, 0.0; 4506, 4506, 0.0; 2398, 2398, 0.0; 0.0; 3429.346423075418, 30319.09440370064; 8434.003498542672
13, 9, 15, EQUAL_PRIORITY: 2059, 2059, 0.0; 4820, 4820, 0.0; 4436, 4436, 0.0; 2443, 2443, 0.0; 0.0; 3859.603207960972, 30703.959326968732; 8450.054771317085
14, 9, 15, EQUAL_PRIORITY: 2100, 2100, 0.0; 4776, 4776, 0.0; 4423, 4423, 0.0; 2453, 2453, 0.0; 0.0; 4180.400374732402, 33147.2337523164; 8514.647019992866
15, 9, 15, EQUAL_PRIORITY: 2086, 2086, 0.0; 4849, 4849, 0.0; 4550, 4550, 0.0; 2385, 2385, 0.0; 0.0; 3770.303455314919, 30628.635248108767; 8446.834485125386
16, 9, 15, EQUAL_PRIORITY: 2079, 2079, 0.0; 4783, 4783, 0.0; 4440, 4440, 0.0; 2422, 2422, 0.0; 0.0; 4221.017602336011, 31148.02092648625; 8466.485306932544
17, 9, 15, EQUAL_PRIORITY: 2158, 2158, 0.0; 4797, 4797, 0.0; 4517, 4517, 0.0; 2438, 2438, 0.0; 0.0; 4654.762552043234, 30757.976028009827; 8463.679073512814
18, 9, 15, EQUAL_PRIORITY: 1992, 1992, 0.0; 4872, 4872, 0.0; 4404, 4404, 0.0; 2460, 2460, 0.0; 0.0; 4043.6215656090935, 30636.870248459818; 8451.265381483743
19, 9, 15, EQUAL_PRIORITY: 2045, 2045, 0.0; 4808, 4808, 0.0; 4404, 4404, 0.0; 2449, 2449, 0.0; 0.0; 4185.971035517941, 33150.02859251597; 8514.801440009895
20, 9, 15, EQUAL_PRIORITY: 2110, 2110, 0.0; 4776, 4776, 0.0; 4413, 4413, 0.0; 2473, 2473, 0.0; 0.0; 4128.141677943786, 30767.734002582263; 8455.767129602626
21, 9, 15, EQUAL_PRIORITY: 2028, 2028, 0.0; 4850, 4850, 0.0; 4381, 4381, 0.0; 2497, 2497, 0.0; 0.0; 3895.43890230314, 33678.04525175638; 8523.191230227318
22, 9, 15, EQUAL_PRIORITY: 2010, 2010, 0.0; 4845, 4845, 0.0; 4426, 4426, 0.0; 2429, 2429, 0.0; 0.0; 4695.7610855606035, 28691.896293028316; 8413.891390618295
23, 9, 15, EQUAL_PRIORITY: 2136, 2136, 0.0; 4763, 4763, 0.0; 4464, 4464, 0.0; 2435, 2435, 0.0; 0.0; 4267.218945770757, 31198.006829931663; 8468.420221795976
24, 9, 15, EQUAL_PRIORITY: 2076, 2076, 0.0; 4848, 4848, 0.0; 4517, 4517, 0.0; 2407, 2407, 0.0; 0.0; 4703.523649430033, 29657.19477963513; 8437.569405267988
25, 9, 15, EQUAL_PRIORITY: 2107, 2107, 0.0; 4791, 4791, 0.0; 4445, 4445, 0.0; 2453, 2453, 0.0; 0.0; 4340.733079122088, 30447.239733480834; 8451.2356482916
26, 9, 15, EQUAL_PRIORITY: 2170, 2170, 0.0; 4747, 4747, 0.0; 4452, 4452, 0.0; 2465, 2465, 0.0; 0.0; 3774.293916909868, 30849.302566436643; 8452.281575633071
27, 9, 15, EQUAL_PRIORITY: 2123, 2123, 0.0; 4797, 4797, 0.0; 4515, 4515, 0.0; 2405, 2405, 0.0; 0.0; 4469.614615090264, 30909.498711818407; 8464.511563795775
28, 9, 15, EQUAL_PRIORITY: 2118, 2118, 0.0; 4715, 4715, 0.0; 4406, 4406, 0.0; 2427, 2427, 0.0; 0.0; 4072.9148006878677, 28752.978284954894; 8405.742794345855
29, 9, 15, EQUAL_PRIORITY: 2114, 2114, 0.0; 4823, 4823, 0.0; 4529, 4529, 0.0; 2408, 2408, 0.0; 0.0; 4315.6870752987015, 32205.29050285391; 8493.752842008795
30, 9, 15, EQUAL_PRIORITY: 2041, 2041, 0.0; 4797, 4797, 0.0; 4390, 4390, 0.0; 2448, 2448, 0.0; 0.0; 4243.501277898118, 32100.994176998676; 8490.09035385851
1, 9, 16, EQUAL_PRIORITY: 2183, 2183, 0.0; 5007, 5007, 0.0; 4676, 4676, 0.0; 2514, 2514, 0.0; 0.0; 4099.0119321812235, 33321.68936712816; 8886.644984695813
2, 9, 16, EQUAL_PRIORITY: 2149, 2149, 0.0; 5037, 5037, 0.0; 4660, 4660, 0.0; 2526, 2526, 0.0; 0.0; 4857.8083020908525, 34233.25133529173; 8920.634714643646
3, 9, 16, EQUAL_PRIORITY: 2124, 2124, 0.0; 4934, 4934, 0.0; 4471, 4471, 0.0; 2587, 2587, 0.0; 0.0; 4243.310613017311, 33326.71719804907; 8889.000881582419
4, 9, 16, EQUAL_PRIORITY: 2149, 2149, 0.0; 5016, 5016, 0.0; 4649, 4649, 0.0; 2516, 2516, 0.0; 0.0; 4521.256672400879, 31671.371977241957; 8852.90412175556
5, 9, 16, EQUAL_PRIORITY: 2155, 2155, 0.0; 5000, 5000, 0.0; 4616, 4616, 0.0; 2539, 2539, 0.0; 0.0; 3956.705124555854, 33564.04856386497; 8890.357335926736
6, 9, 16, EQUAL_PRIORITY: 2219, 2219, 0.0; 4985, 4985, 0.0; 4674, 4674, 0.0; 2530, 2530, 0.0; 0.0; 4157.782749957827, 32361.145283025166; 8864.112683394604
7, 9, 16, EQUAL_PRIORITY: 2206, 2206, 0.0; 4997, 4997, 0.0; 4633, 4633, 0.0; 2570, 2570, 0.0; 0.0; 4029.563080990003, 32478.550245541293; 8864.993571531508
8, 9, 16, EQUAL_PRIORITY: 2138, 2138, 0.0; 5086, 5086, 0.0; 4688, 4688, 0.0; 2536, 2536, 0.0; 0.0; 4071.177840673161, 33783.241902006135; 8897.478298714139
9, 9, 16, EQUAL_PRIORITY: 2203, 2203, 0.0; 4917, 4917, 0.0; 4575, 4575, 0.0; 2545, 2545, 0.0; 0.0; 4359.042680849045, 30770.965657004883; 8828.419465261473
10, 9, 16, EQUAL_PRIORITY: 2192, 2192, 0.0; 4979, 4979, 0.0; 4585, 4585, 0.0; 2586, 2586, 0.0; 0.0; 4576.383774560731, 34230.41081852067; 8916.210012915433
11, 9, 16, EQUAL_PRIORITY: 2166, 2166, 0.0; 4989, 4989, 0.0; 4600, 4600, 0.0; 2555, 2555, 0.0; 0.0; 4163.081551636962, 31712.248460185467; 8848.358516196527
12, 9, 16, EQUAL_PRIORITY: 2146, 2146, 0.0; 5061, 5061, 0.0; 4681, 4681, 0.0; 2526, 2526, 0.0; 0.0; 4068.8859186886257, 32768.45351833965; 8872.677159605852
13, 9, 16, EQUAL_PRIORITY: 2162, 2162, 0.0; 5011, 5011, 0.0; 4627, 4627, 0.0; 2546, 2546, 0.0; 0.0; 4052.1551132194872, 32931.35380306456; 8876.39377313652
14, 9, 16, EQUAL_PRIORITY: 2176, 2176, 0.0; 4989, 4989, 0.0; 4584, 4584, 0.0; 2581, 2581, 0.0; 0.0; 4325.072627953021, 34748.059631112206; 8924.95376976332
15, 9, 16, EQUAL_PRIORITY: 2163, 2163, 0.0; 5015, 5015, 0.0; 4692, 4692, 0.0; 2486, 2486, 0.0; 0.0; 4128.452442159585, 29858.610445888597; 8802.584995105703
16, 9, 16, EQUAL_PRIORITY: 2190, 2190, 0.0; 4970, 4970, 0.0; 4647, 4647, 0.0; 2513, 2513, 0.0; 0.0; 4099.835236915853, 32305.71183674886; 8861.863036587212
17, 9, 16, EQUAL_PRIORITY: 2228, 2228, 0.0; 5007, 5007, 0.0; 4694, 4694, 0.0; 2541, 2541, 0.0; 0.0; 4459.874560236771, 32292.378343076023; 8867.1096729954
18, 9, 16, EQUAL_PRIORITY: 2057, 2057, 0.0; 5073, 5073, 0.0; 4573, 4573, 0.0; 2557, 2557, 0.0; 0.0; 3826.4895281762874, 32547.431751554104; 8863.53180330137
19, 9, 16, EQUAL_PRIORITY: 2128, 2128, 0.0; 5005, 5005, 0.0; 4575, 4575, 0.0; 2558, 2558, 0.0; 0.0; 3861.87500432854, 33124.45715164878; 8878.161603172703
20, 9, 16, EQUAL_PRIORITY: 2176, 2176, 0.0; 4950, 4950, 0.0; 4567, 4567, 0.0; 2559, 2559, 0.0; 0.0; 3742.6348342493875, 31580.136842892374; 8838.627450148257
21, 9, 16, EQUAL_PRIORITY: 2072, 2072, 0.0; 5012, 5012, 0.0; 4514, 4514, 0.0; 2570, 2570, 0.0; 0.0; 3837.2901858236874, 32577.666217494974; 8864.436821278994
22, 9, 16, EQUAL_PRIORITY: 2096, 2096, 0.0; 5084, 5084, 0.0; 4623, 4623, 0.0; 2557, 2557, 0.0; 0.0; 4333.577810449628, 33410.19384367365; 8892.435101584708
23, 9, 16, EQUAL_PRIORITY: 2206, 2206, 0.0; 4990, 4990, 0.0; 4652, 4652, 0.0; 2544, 2544, 0.0; 0.0; 4044.2198298410804, 33903.15194206929; 8899.987467381374
24, 9, 16, EQUAL_PRIORITY: 2159, 2159, 0.0; 5044, 5044, 0.0; 4688, 4688, 0.0; 2515, 2515, 0.0; 0.0; 3750.1635369231226, 33007.952704553536; 8873.589471932557
25, 9, 16, EQUAL_PRIORITY: 2179, 2179, 0.0; 5006, 5006, 0.0; 4622, 4622, 0.0; 2563, 2563, 0.0; 0.0; 4308.448301791388, 33720.26063844169; 8899.613298823027
26, 9, 16, EQUAL_PRIORITY: 2297, 2297, 0.0; 4921, 4921, 0.0; 4651, 4651, 0.0; 2567, 2567, 0.0; 0.0; 4781.906598632748, 32581.44285565248; 8879.148052765597
27, 9, 16, EQUAL_PRIORITY: 2211, 2211, 0.0; 5020, 5020, 0.0; 4732, 4732, 0.0; 2499, 2499, 0.0; 0.0; 3923.4750304026966, 32337.058814681237; 8859.898667971667
28, 9, 16, EQUAL_PRIORITY: 2191, 2191, 0.0; 4948, 4948, 0.0; 4579, 4579, 0.0; 2560, 2560, 0.0; 0.0; 4424.903178762164, 32864.59967755336; 8880.533374659228
29, 9, 16, EQUAL_PRIORITY: 2216, 2216, 0.0; 5021, 5021, 0.0; 4725, 4725, 0.0; 2512, 2512, 0.0; 0.0; 4539.928422406316, 33074.810321755474; 8887.443667961035
30, 9, 16, EQUAL_PRIORITY: 2116, 2116, 0.0; 5022, 5022, 0.0; 4586, 4586, 0.0; 2552, 2552, 0.0; 0.0; 3867.84666931846, 34855.52830034529; 8920.500401021689
1, 9, 17, EQUAL_PRIORITY: 2291, 2224, 0.02924487123526842; 5190, 5190, 0.0; 4874, 4812, 0.0127205580631925; 2607, 2602, 0.00191791331031832; 0.008956021922202906; 4269.566531653516, 33354.15732058116; 9259.076892837393
2, 9, 17, EQUAL_PRIORITY: 2255, 2255, 0.0; 5245, 5245, 0.0; 4881, 4881, 0.0; 2619, 2619, 0.0; 0.0; 4112.137481789352, 36414.56358114231; 9331.328976996047
3, 9, 17, EQUAL_PRIORITY: 2218, 2218, 0.0; 5131, 5131, 0.0; 4655, 4655, 0.0; 2694, 2694, 0.0; 0.0; 3813.0019624600536, 34236.35978845385; 9273.5409537801
4, 9, 17, EQUAL_PRIORITY: 2232, 2232, 0.0; 5278, 5278, 0.0; 4876, 4876, 0.0; 2634, 2634, 0.0; 0.0; 4994.673395498336, 34048.985899037434; 9287.255910799697
5, 9, 17, EQUAL_PRIORITY: 2242, 2242, 0.0; 5222, 5222, 0.0; 4811, 4811, 0.0; 2653, 2653, 0.0; 0.0; 4389.562193905367, 35635.08222833517; 9316.599397859096
6, 9, 17, EQUAL_PRIORITY: 2282, 2282, 0.0; 5175, 5175, 0.0; 4817, 4817, 0.0; 2640, 2640, 0.0; 0.0; 3920.75573601028, 33977.49339405022; 9268.890998983528
7, 9, 17, EQUAL_PRIORITY: 2296, 2283, 0.005662020905923382; 5181, 5181, 0.0; 4802, 4793, 0.0018742190753852084; 2675, 2671, 0.0014953271028037562; 0.0017386652400694924; 3902.339698268086, 32943.19765601466; 9243.364247649744
8, 9, 17, EQUAL_PRIORITY: 2221, 2221, 0.0; 5290, 5290, 0.0; 4896, 4896, 0.0; 2615, 2615, 0.0; 0.0; 4050.4349199557473, 34129.88683515192; 9274.617064380998
9, 9, 17, EQUAL_PRIORITY: 2313, 2313, 0.0; 5136, 5136, 0.0; 4793, 4793, 0.0; 2656, 2656, 0.0; 0.0; 4367.87023282751, 35404.13346737099; 9310.627439414122
10, 9, 17, EQUAL_PRIORITY: 2273, 2273, 0.0; 5147, 5147, 0.0; 4729, 4729, 0.0; 2691, 2691, 0.0; 0.0; 5164.570346056775, 34167.1022502737; 9292.767869796844
11, 9, 17, EQUAL_PRIORITY: 2273, 2273, 0.0; 5199, 5199, 0.0; 4820, 4820, 0.0; 2652, 2652, 0.0; 0.0; 4008.2232553214562, 33574.67120490491; 9260.413883356821
12, 9, 17, EQUAL_PRIORITY: 2241, 2241, 0.0; 5257, 5257, 0.0; 4870, 4870, 0.0; 2628, 2628, 0.0; 0.0; 4021.0695369564783, 33801.21780864785; 9266.141510782994
13, 9, 17, EQUAL_PRIORITY: 2269, 2269, 0.0; 5177, 5177, 0.0; 4794, 4794, 0.0; 2652, 2652, 0.0; 0.0; 4166.836319315087, 33132.39413248745; 9252.074942698915
14, 9, 17, EQUAL_PRIORITY: 2253, 2253, 0.0; 5174, 5174, 0.0; 4750, 4750, 0.0; 2677, 2677, 0.0; 0.0; 4194.394914137738, 33837.94804863969; 9269.720320096314
15, 9, 17, EQUAL_PRIORITY: 2277, 2277, 0.0; 5291, 5291, 0.0; 4960, 4960, 0.0; 2608, 2608, 0.0; 0.0; 4454.283889009806, 34152.752937302255; 9281.425149728362
16, 9, 17, EQUAL_PRIORITY: 2279, 2240, 0.017112768758227315; 5197, 5197, 0.0; 4861, 4826, 0.007200164575190238; 2615, 2611, 0.001529636711281035; 0.005216693418940599; 4567.600183756978, 34451.46440417766; 9290.46883651724
