Base Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
16, 16, 15, EQUAL_PRIORITY: 4788, 0, 1.0; 10800, 2833, 0.7376851851851851; 10146, 9, 0.9991129509166173; 5442, 2824, 0.4810731348768835; 0.8182576340774955; 4101.590531266862, 64486.04034939622; 10097.621728612554
17, 16, 15, EQUAL_PRIORITY: 4700, 1, 0.9997872340425532; 10982, 3427, 0.6879439082134402; 10168, 5, 0.9995082612116444; 5514, 3423, 0.3792165397170838; 0.7814054329804871; 5374.828582987996, 65390.547909836896; 10118.511311744345
18, 16, 15, EQUAL_PRIORITY: 4544, 5, 0.998899647887324; 10895, 3629, 0.6669114272602111; 9992, 24, 0.9975980784627703; 5447, 3610, 0.33724986230952814; 0.7646220610143144; 5378.203698825625, 61436.91505160193; 10070.293694430104
19, 16, 15, EQUAL_PRIORITY: 4736, 17, 0.996410472972973; 10842, 3598, 0.6681424091496033; 10073, 0, 1.0; 5505, 3615, 0.3433242506811989; 0.7679419694440879; 5789.9367333739265, 65542.1284362512; 10123.57310147441
20, 16, 15, EQUAL_PRIORITY: 4678, 0, 1.0; 10797, 3218, 0.7019542465499675; 10022, 4, 0.9996008780682498; 5453, 3214, 0.41059966990647345; 0.7920516962843296; 5155.373643243076, 62547.31294317993; 10082.118912319851
21, 16, 15, EQUAL_PRIORITY: 4678, 194, 0.9585292860196666; 10848, 3750, 0.6543141592920354; 10021, 5, 0.9995010477996208; 5505, 3939, 0.2844686648501362; 0.7459744943964962; 4323.6753211575815, 64259.57520353065; 10096.576827885374
22, 16, 15, EQUAL_PRIORITY: 4655, 49, 0.9894736842105263; 11066, 3900, 0.6475691306705222; 10174, 11, 0.9989188126597208; 5547, 3938, 0.29006670272219215; 0.7488073277781311; 5820.455024440795, 67203.40552110308; 10144.080790774015
23, 16, 15, EQUAL_PRIORITY: 4810, 22, 0.9954261954261954; 10924, 3276, 0.7001098498718419; 10227, 21, 0.997946611909651; 5507, 3277, 0.4049391683312148; 0.7903902377017923; 4731.826290220097, 66408.34461332498; 10125.955241872633
24, 16, 15, EQUAL_PRIORITY: 4725, 20, 0.9957671957671957; 10948, 2670, 0.7561198392400439; 10255, 1, 0.9999024865919064; 5418, 2689, 0.5036913990402363; 0.8283672557902124; 5358.935360230108, 63584.2318577582; 10096.34697188514
25, 16, 15, EQUAL_PRIORITY: 4748, 25, 0.9947346251053075; 11044, 4180, 0.6215139442231076; 10249, 8, 0.9992194360425407; 5543, 4197, 0.2428287930723435; 0.733725937183384; 5424.59247463865, 63454.55704922596; 10095.272691475853
26, 16, 15, EQUAL_PRIORITY: 4839, 0, 1.0; 10813, 3017, 0.7209840007398503; 10144, 15, 0.9985212933753943; 5508, 3002, 0.45497458242556277; 0.8072450805008944; 5247.614532298148, 65413.352678625844; 10117.805189780778
27, 16, 15, EQUAL_PRIORITY: 4861, 4, 0.9991771240485496; 11049, 3299, 0.7014209430717713; 10433, 25, 0.9976037573085402; 5477, 3278, 0.40149716998356766; 0.792394720301697; 4946.271510665789, 65182.92078869647; 10112.661551075555
28, 16, 15, EQUAL_PRIORITY: 4836, 273, 0.9435483870967742; 10920, 4360, 0.6007326007326007; 10208, 15, 0.9985305642633229; 5548, 4618, 0.16762797404470076; 0.7059532876364559; 4689.970508144068, 67629.02601561535; 10140.526577336897
29, 16, 15, EQUAL_PRIORITY: 4887, 1, 0.9997953754859832; 10942, 3032, 0.7229025772253701; 10371, 11, 0.9989393501108861; 5458, 3022, 0.44631733235617443; 0.8083896645397688; 7038.4037937936555, 66089.13486766444; 10139.90863934907
30, 16, 15, EQUAL_PRIORITY: 4754, 12, 0.9974758098443416; 10870, 3276, 0.6986200551977921; 10146, 17, 0.9983244628424995; 5478, 3271, 0.4028842643300474; 0.7895545314900154; 4433.230686046849, 63026.56075911744; 10082.378865762212
1, 16, 16, EQUAL_PRIORITY: 4774, 0, 1.0; 10765, 1112, 0.8967022758941012; 10053, 40, 0.9960210882323685; 5486, 1072, 0.8045935107546482; 0.9284381234313662; 4718.802758445527, 63068.1930594119; 10454.096662843891
2, 16, 16, EQUAL_PRIORITY: 4840, 0, 1.0; 10874, 1057, 0.9027956593709766; 10207, 7, 0.999314196139904; 5507, 1050, 0.809333575449428; 0.9327351406389207; 4946.788868942659, 63514.44656604651; 10461.30619636917
3, 16, 16, EQUAL_PRIORITY: 4742, 0, 1.0; 11150, 2183, 0.8042152466367714; 10197, 1, 0.9999019319407669; 5695, 2182, 0.6168568920105355; 0.8626352881953184; 5873.136404987012, 65123.544243986114; 10488.109184682467
4, 16, 16, EQUAL_PRIORITY: 4774, 0, 1.0; 10962, 1250, 0.8859697135559205; 10255, 0, 1.0; 5481, 1250, 0.7719394271118409; 0.9205643111337062; 5106.1193896298055, 67023.07400092; 10505.352719692884
5, 16, 16, EQUAL_PRIORITY: 4793, 0, 1.0; 10982, 1649, 0.8498452012383901; 10228, 0, 1.0; 5547, 1649, 0.702722192175951; 0.8954675118858955; 5061.239331547786, 63936.62617616947; 10467.343421381902
6, 16, 16, EQUAL_PRIORITY: 4833, 0, 1.0; 11100, 1572, 0.8583783783783784; 10245, 15, 0.9985358711566618; 5688, 1557, 0.7262658227848101; 0.9013368480512145; 4547.303726799843, 67822.34131133209; 10510.7815150778
7, 16, 16, EQUAL_PRIORITY: 4777, 0, 1.0; 10831, 1586, 0.8535684608992706; 10116, 0, 1.0; 5492, 1586, 0.7112163146394757; 0.8983854433623782; 4890.698761551769, 63141.63956241566; 10456.323032696246
8, 16, 16, EQUAL_PRIORITY: 4650, 0, 1.0; 11008, 1538, 0.8602834302325582; 10123, 37, 0.9963449570285489; 5535, 1501, 0.7288166214995484; 0.901775450249074; 4724.138757579743, 64449.54060772963; 10470.993682325592
9, 16, 16, EQUAL_PRIORITY: 4750, 0, 1.0; 11034, 1576, 0.8571687511328621; 10162, 0, 1.0; 5622, 1576, 0.719672714336535; 0.9001520527116067; 4553.84513062585, 67382.3979404835; 10505.463776475028
10, 16, 16, EQUAL_PRIORITY: 4823, 0, 1.0; 10978, 1499, 0.8634541810894516; 10198, 0, 1.0; 5603, 1499, 0.7324647510262359; 0.9051325865451554; 4317.134554199091, 66397.60859285196; 10491.615312713127
11, 16, 16, EQUAL_PRIORITY: 4764, 0, 1.0; 11031, 1816, 0.8353730396156287; 10172, 6, 0.999410145497444; 5623, 1810, 0.678107771652143; 0.8850269072491295; 4382.979352986327, 64130.86461351436; 10464.465152479683
12, 16, 16, EQUAL_PRIORITY: 4683, 0, 1.0; 10931, 1145, 0.8952520354953801; 10144, 1, 0.9999014195583596; 5470, 1144, 0.7908592321755028; 0.9266683745356731; 5006.258873526697, 62505.69876861268; 10449.45725601929
13, 16, 16, EQUAL_PRIORITY: 4766, 0, 1.0; 11046, 1628, 0.8526163317037841; 10218, 0, 1.0; 5594, 1628, 0.7089739006077941; 0.8970402226157349; 4084.4501543532147, 66077.05102062676; 10485.903213053238
14, 16, 16, EQUAL_PRIORITY: 4797, 0, 1.0; 11128, 1881, 0.8309669302659957; 10265, 1, 0.9999025815879201; 5660, 1880, 0.667844522968198; 0.881883830455259; 4843.740873579095, 66682.42649949729; 10499.165699164418
15, 16, 16, EQUAL_PRIORITY: 4792, 0, 1.0; 10959, 830, 0.9242631626973264; 10315, 0, 1.0; 5436, 830, 0.8473142016188374; 0.9473049330201258; 4881.778190620702, 65297.24403833653; 10482.557511466648
16, 16, 16, EQUAL_PRIORITY: 4790, 0, 1.0; 10806, 1106, 0.8976494540070331; 10146, 0, 1.0; 5450, 1106, 0.7970642201834862; 0.929084380610413; 4032.0912887328923, 63950.825494807206; 10459.553041307783
17, 16, 16, EQUAL_PRIORITY: 4706, 0, 1.0; 11003, 1276, 0.8840316277378897; 10168, 0, 1.0; 5541, 1276, 0.7697166576430248; 0.9187726780826277; 5013.387019332283, 61481.09379328071; 10437.009794055699
18, 16, 16, EQUAL_PRIORITY: 4552, 0, 1.0; 10919, 1142, 0.8954116677351406; 9992, 14, 0.9985988791032826; 5479, 1128, 0.7941230151487497; 0.9261844741774934; 5302.043072182967, 65988.8905632669; 10494.249295526994
19, 16, 16, EQUAL_PRIORITY: 4750, 0, 1.0; 10900, 1377, 0.8736697247706422; 10073, 0, 1.0; 5577, 1377, 0.7530930607853685; 0.9120127795527156; 5377.305964819614, 69004.58842158352; 10531.63038106257
20, 16, 16, EQUAL_PRIORITY: 4680, 0, 1.0; 10810, 1021, 0.9055504162812211; 10022, 4, 0.9996008780682498; 5468, 1017, 0.8140087783467447; 0.9340865074241446; 4882.37313216521, 64663.26332166517; 10474.826040959693
21, 16, 16, EQUAL_PRIORITY: 4699, 0, 1.0; 10953, 1934, 0.8234273714963937; 10021, 4, 0.9996008382396966; 5631, 1930, 0.6572544841058426; 0.8764375159723997; 4230.982801335145, 63329.961136009675; 10453.516059348545
22, 16, 16, EQUAL_PRIORITY: 4676, 0, 1.0; 11141, 1375, 0.87658199443497; 10174, 2, 0.9998034204835856; 5643, 1373, 0.7566897040581251; 0.9130682177404059; 5610.873776073271, 71019.13166695414; 10558.019975155661
23, 16, 16, EQUAL_PRIORITY: 4816, 0, 1.0; 10938, 1123, 0.8973304077527884; 10227, 3, 0.9997066588442358; 5527, 1120, 0.7973584222905735; 0.9287165164402691; 4454.222352079247, 66828.71313729213; 10497.936613030666
24, 16, 16, EQUAL_PRIORITY: 4736, 0, 1.0; 11000, 1125, 0.8977272727272727; 10255, 0, 1.0; 5481, 1125, 0.7947454844006568; 0.9285078800203356; 4963.7694129163, 66812.7969797792; 10501.685321698444
25, 16, 16, EQUAL_PRIORITY: 4760, 0, 1.0; 11095, 1731, 0.8439837764758901; 10249, 3, 0.9997072885159528; 5606, 1728, 0.6917588298251873; 0.8908230842005677; 5081.596701069753, 63201.53590395709; 10458.531097110135
26, 16, 16, EQUAL_PRIORITY: 4843, 0, 1.0; 10839, 1249, 0.8847679675246793; 10144, 9, 0.9991127760252366; 5538, 1240, 0.7760924521487902; 0.9203545466139523; 5212.208508918542, 63821.317906581105; 10467.104599821936
27, 16, 16, EQUAL_PRIORITY: 4866, 0, 1.0; 11069, 1055, 0.9046887704399675; 10433, 4, 0.9996166011693665; 5502, 1051, 0.8089785532533624; 0.9337935362409789; 4439.957180003112, 66934.8914369403; 10499.121855831736
28, 16, 16, EQUAL_PRIORITY: 4869, 0, 1.0; 11021, 2449, 0.7777878595408765; 10208, 16, 0.9984326018808778; 5682, 2433, 0.571805702217529; 0.8458779106356199; 4569.323793437086, 62721.00354690819; 10448.70344168232
29, 16, 16, EQUAL_PRIORITY: 4897, 0, 1.0; 10972, 1209, 0.8898104265402844; 10371, 0, 1.0; 5498, 1209, 0.78010185522008; 0.9238137248723928; 5384.033908319787, 65814.68448649702; 10492.758019512707
30, 16, 16, EQUAL_PRIORITY: 4760, 0, 1.0; 10913, 1215, 0.8886648950792633; 10146, 18, 0.9982259018332348; 5527, 1197, 0.7834268138230505; 0.9224781471320105; 4596.420846511066, 64971.9111342517; 10476.379553129049
1, 16, 17, EQUAL_PRIORITY: 4775, 0, 1.0; 10774, 513, 0.9523853721923148; 10053, 15, 0.9985079080871382; 5496, 498, 0.9093886462882096; 0.9670075245996527; 4539.056366048422, 58694.67435158096; 10768.3384267655
2, 16, 17, EQUAL_PRIORITY: 4840, 0, 1.0; 10876, 405, 0.9627620448694373; 10207, 0, 1.0; 5509, 405, 0.9264839353784716; 0.9742300839908373; 4664.062735660017, 61943.350536332364; 10808.947322356187
3, 16, 17, EQUAL_PRIORITY: 4742, 0, 1.0; 11151, 672, 0.9397363465160076; 10197, 4, 0.9996077277630676; 5696, 668, 0.8827247191011236; 0.957717234002391; 5719.222877541277, 65520.275741838086; 10860.75925602126
4, 16, 17, EQUAL_PRIORITY: 4777, 0, 1.0; 10977, 647, 0.941058577024688; 10255, 0, 1.0; 5499, 647, 0.8823422440443717; 0.9589310651263171; 5035.20649527503, 61996.865778574356; 10812.472281487708
5, 16, 17, EQUAL_PRIORITY: 4793, 0, 1.0; 10986, 867, 0.9210813762971054; 10228, 0, 1.0; 5551, 867, 0.8438119257791389; 0.9450535521896191; 4750.235561240877, 62875.25491313368; 10820.985588104388
6, 16, 17, EQUAL_PRIORITY: 4833, 0, 1.0; 11100, 576, 0.9481081081081081; 10245, 14, 0.9986334797462176; 5688, 562, 0.9011954992967651; 0.9638486160798343; 4583.601560377557, 67152.78297523317; 10871.892185284041
7, 16, 17, EQUAL_PRIORITY: 4777, 0, 1.0; 10831, 608, 0.9438648324254455; 10116, 0, 1.0; 5492, 608, 0.8892935178441369; 0.9610456176319836; 4871.217344697943, 60613.44576106615; 10794.322299751744
8, 16, 17, EQUAL_PRIORITY: 4650, 0, 1.0; 11010, 634, 0.9424159854677566; 10123, 15, 0.9985182258223847; 5537, 619, 0.8882066100776593; 0.959514687100894; 4624.03885608898, 59784.301172839354; 10782.292070935931
9, 16, 17, EQUAL_PRIORITY: 4750, 0, 1.0; 11034, 613, 0.9444444444444444; 10162, 0, 1.0; 5622, 613, 0.8909640697260761; 0.9611632032437912; 4381.747336614244, 65755.09800362823; 10853.275133601408
10, 16, 17, EQUAL_PRIORITY: 4824, 0, 1.0; 10981, 568, 0.948274291958838; 10198, 0, 1.0; 5607, 568, 0.8986980560014268; 0.9640620056944005; 4337.29253703404, 63373.58978334071; 10823.87106758329
11, 16, 17, EQUAL_PRIORITY: 4765, 0, 1.0; 11036, 667, 0.9395614353026459; 10172, 1, 0.9999016909162407; 5629, 666, 0.8816841357257061; 0.9577874818049491; 4519.291094960775, 64283.97964368928; 10836.38831364888
12, 16, 17, EQUAL_PRIORITY: 4683, 0, 1.0; 10934, 511, 0.9532650448143406; 10144, 0, 1.0; 5473, 511, 0.9066325598392106; 0.9672792469744509; 4919.883793526712, 61534.55919983266; 10805.938662447867
13, 16, 17, EQUAL_PRIORITY: 4768, 0, 1.0; 11056, 676, 0.9388567293777135; 10218, 0, 1.0; 5606, 676, 0.8794149125936497; 0.9572800808897877; 3840.77862558123, 65574.71271169669; 10846.887936144249
14, 16, 17, EQUAL_PRIORITY: 4797, 0, 1.0; 11128, 613, 0.9449137311286844; 10265, 2, 0.9998051631758402; 5660, 611, 0.8920494699646643; 0.9615070643642072; 4498.988978850952, 64200.938813757995; 10835.217918099464
15, 16, 17, EQUAL_PRIORITY: 4792, 0, 1.0; 10959, 424, 0.9613103385345378; 10315, 0, 1.0; 5436, 424, 0.9220014716703459; 0.97308107421751; 4786.435975244619, 59998.73420616964; 10786.16530887182
16, 16, 17, EQUAL_PRIORITY: 4794, 0, 1.0; 10809, 498, 0.9539272828198724; 10146, 0, 1.0; 5457, 498, 0.9087410665200659; 0.9680830609498173; 3832.871469195661, 58967.21346626326; 10766.199526879725
17, 16, 17, EQUAL_PRIORITY: 4707, 0, 1.0; 11007, 545, 0.9504860543290633; 10168, 0, 1.0; 5546, 545, 0.9017309772809232; 0.9653175512282042; 4565.1403763962635, 61809.92079343056; 10806.55369116576
18, 16, 17, EQUAL_PRIORITY: 4552, 0, 1.0; 10920, 574, 0.9474358974358974; 9992, 0, 1.0; 5480, 574, 0.8952554744525547; 0.9629007238883144; 5188.844540545628, 61575.23297353965; 10808.516223205152
19, 16, 17, EQUAL_PRIORITY: 4754, 0, 1.0; 10916, 540, 0.9505313301575669; 10073, 0, 1.0; 5597, 540, 0.9035197427193139; 0.9655392469687301; 5465.129403853203, 66674.5082968302; 10872.877441866138
20, 16, 17, EQUAL_PRIORITY: 4681, 0, 1.0; 10821, 581, 0.9463081046114038; 10022, 1, 0.9999002195170624; 5480, 580, 0.8941605839416058; 0.9625209650367694; 4913.413810695709, 61709.276572838295; 10808.020565048946
21, 16, 17, EQUAL_PRIORITY: 4700, 0, 1.0; 10963, 831, 0.9241995804068229; 10021, 0, 1.0; 5642, 831, 0.8527118043247075; 0.9469450296877993; 4304.605496550647, 63675.434636972815; 10827.301358043513
22, 16, 17, EQUAL_PRIORITY: 4676, 0, 1.0; 11144, 501, 0.955043072505384; 10174, 0, 1.0; 5646, 501, 0.9112646121147715; 0.968331226295828; 5594.657694179185, 67448.99426666739; 10883.330316958934
23, 16, 17, EQUAL_PRIORITY: 4816, 0, 1.0; 10938, 541, 0.950539403912964; 10227, 2, 0.9998044392294906; 5527, 539, 0.9024787407273385; 0.9656595150437984; 4098.377142217376, 64202.91812651284; 10832.142097882344
24, 16, 17, EQUAL_PRIORITY: 4736, 0, 1.0; 11007, 542, 0.9507586081584446; 10255, 0, 1.0; 5488, 542, 0.9012390670553936; 0.9655720002540812; 5048.942193680537, 63456.94302965003; 10830.394988467662
25, 16, 17, EQUAL_PRIORITY: 4760, 0, 1.0; 11095, 675, 0.9391617845876521; 10249, 1, 0.9999024295053176; 5606, 674, 0.8797716732072779; 0.9574266792809839; 4948.444730805735, 62619.137889498306; 10819.394112044756
26, 16, 17, EQUAL_PRIORITY: 4844, 0, 1.0; 10841, 545, 0.9497278848814685; 10144, 4, 0.9996056782334385; 5541, 541, 0.9023641941887746; 0.9652534268409309; 4947.290692103301, 62963.56831443173; 10823.588053239997
27, 16, 17, EQUAL_PRIORITY: 4868, 0, 1.0; 11075, 529, 0.952234762979684; 10433, 0, 1.0; 5510, 529, 0.9039927404718693; 0.9668192937339272; 4258.652327205866, 63667.473532318225; 10826.848623610833
28, 16, 17, EQUAL_PRIORITY: 4870, 0, 1.0; 11031, 871, 0.9210407034720334; 10208, 5, 0.9995101880877743; 5693, 866, 0.8478833655366239; 0.945223570844601; 4332.141403379324, 64823.85174310842; 10841.527856534318
29, 16, 17, EQUAL_PRIORITY: 4899, 0, 1.0; 10978, 614, 0.9440699580980142; 10371, 0, 1.0; 5506, 614, 0.8884852887758808; 0.9613277067456069; 5270.295921265293, 59959.51020067394; 10789.43083695849
30, 16, 17, EQUAL_PRIORITY: 4765, 0, 1.0; 10926, 452, 0.9586307889438037; 10146, 17, 0.9983244628424995; 5545, 435, 0.9215509467989179; 0.9711936779045313; 4529.090172129966, 64528.373687491185; 10839.446329066226
Alternate Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
1, 9, 9, PREMIUM_PRIORITY: 1147, 1063, 0.0732345248474281; 9592, 5809, 0.39439115929941615; 7374, 3529, 0.5214266341198807; 3365, 3343, 0.0065378900445765; 0.3600893937983053; 8764.74712566611, 44081.13906893521; 6032.717299730257
2, 9, 9, PREMIUM_PRIORITY: 1073, 1020, 0.04939422180801489; 9652, 5867, 0.39214670534604223; 7388, 3570, 0.5167839740119112; 3337, 3317, 0.005993407252022798; 0.3578554778554779; 9188.469465499447, 43946.13566628238; 6034.348740601358
3, 9, 9, PREMIUM_PRIORITY: 966, 948, 0.018633540372670843; 9786, 5936, 0.3934191702432046; 7403, 3554, 0.5199243549912198; 3349, 3330, 0.005673335323977291; 0.35974702380952384; 8696.517485197144, 44036.9244796343; 6031.649809011944
4, 9, 9, PREMIUM_PRIORITY: 920, 902, 0.019565217391304346; 9801, 6368, 0.35027038057341087; 7372, 3933, 0.46649484536082475; 3349, 3337, 0.0035831591519857042; 0.3218916145881914; 8970.60271657864, 45423.51491285908; 6050.690411326865
5, 9, 9, PREMIUM_PRIORITY: 973, 906, 0.06885919835560128; 9723, 6071, 0.3756042373752957; 7383, 3678, 0.5018285249898415; 3313, 3299, 0.004225777241171125; 0.34770007479431564; 8927.191787547676, 43352.53702093087; 6025.083632242383
6, 9, 9, PREMIUM_PRIORITY: 963, 921, 0.04361370716510904; 9711, 5985, 0.38368860055607046; 7344, 3591, 0.5110294117647058; 3330, 3315, 0.0045045045045044585; 0.3530073074761102; 7828.783000953816, 42990.686482995676; 6012.16860232965
7, 9, 9, PREMIUM_PRIORITY: 1091, 1051, 0.036663611365719495; 9651, 5656, 0.4139467412703347; 7407, 3390, 0.5423248278655326; 3335, 3317, 0.005397301349325367; 0.3756283746043567; 8020.702030719998, 42459.88145255276; 6007.176604867078
8, 9, 9, PREMIUM_PRIORITY: 1038, 965, 0.0703275529865125; 9808, 6068, 0.38132137030995106; 7450, 3681, 0.5059060402684563; 3396, 3352, 0.012956419316843326; 0.3515581781301862; 8876.153057938467, 49117.53080703475; 6095.035340057983
9, 9, 9, PREMIUM_PRIORITY: 927, 900, 0.029126213592232997; 9797, 6190, 0.3681739307951414; 7371, 3766, 0.4890788224121557; 3353, 3324, 0.008648971070682965; 0.33886609474076834; 8576.845143189792, 45366.202850486545; 6046.944134105024
10, 9, 9, PREMIUM_PRIORITY: 1021, 999, 0.021547502448579836; 9713, 5870, 0.39565530732008647; 7396, 3547, 0.5204164413196322; 3338, 3322, 0.004793289394847244; 0.3600708030557108; 9193.108215731354, 43873.594316221606; 6033.499458504197
11, 9, 9, PREMIUM_PRIORITY: 1026, 998, 0.02729044834307992; 9683, 5914, 0.3892388722503356; 7394, 3614, 0.5112253178252637; 3315, 3298, 0.00512820512820511; 0.35456158371463253; 8782.588282262715, 43151.00375966858; 6021.505490918227
12, 9, 9, PREMIUM_PRIORITY: 1029, 983, 0.04470359572400384; 9729, 5890, 0.3945934834001439; 7407, 3541, 0.5219387066288645; 3351, 3332, 0.005669949268874985; 0.3611266034578918; 8744.527692892458, 46638.081718144196; 6063.761628112832
13, 9, 9, PREMIUM_PRIORITY: 942, 902, 0.0424628450106157; 9763, 5964, 0.3891221960462973; 7348, 3522, 0.5206859009254219; 3357, 3344, 0.0038725052129877646; 0.3586174684726763; 7533.4505551550865, 43564.006091303105; 6016.879156005196
14, 9, 9, PREMIUM_PRIORITY: 951, 931, 0.02103049421661407; 9777, 6064, 0.37976884524905385; 7360, 3648, 0.5043478260869565; 3368, 3347, 0.006235154394299336; 0.3479679343773303; 8316.826371760977, 43373.20730848336; 6020.612793248096
15, 9, 9, PREMIUM_PRIORITY: 881, 860, 0.023836549375709448; 9841, 6084, 0.38177014531043596; 7380, 3629, 0.5082655826558266; 3342, 3315, 0.008078994614003632; 0.3523596343965678; 8627.919960299898, 47070.013274384604; 6068.129899767133
16, 9, 9, PREMIUM_PRIORITY: 1099, 1073, 0.023657870791628732; 9696, 5958, 0.385519801980198; 7442, 3705, 0.5021499596882558; 3353, 3326, 0.008052490307187576; 0.3486799444187124; 8909.498319872258, 43448.0568933218; 6026.112288375855
17, 9, 9, PREMIUM_PRIORITY: 946, 931, 0.015856236786469302; 9818, 5953, 0.39366469749439803; 7403, 3538, 0.522085640956369; 3361, 3346, 0.00446295745313896; 0.3604607952434039; 9944.241065969669, 46013.60937254857; 6065.425074996935
18, 9, 9, PREMIUM_PRIORITY: 991, 925, 0.06659939455095865; 9704, 5911, 0.39086974443528444; 7375, 3532, 0.5210847457627119; 3320, 3304, 0.004819277108433773; 0.360822814399252; 10569.163746930206, 44084.13773587169; 6046.716638271108
19, 9, 9, PREMIUM_PRIORITY: 1069, 1034, 0.03274087932647329; 9647, 5561, 0.42355136311806785; 7367, 3262, 0.5572146056739514; 3349, 3333, 0.004777545535980865; 0.38456513624486743; 8600.26525936839, 44075.42302996603; 6031.374774098865
20, 9, 9, PREMIUM_PRIORITY: 1126, 1093, 0.02930728241563052; 9620, 5855, 0.3913721413721414; 7393, 3609, 0.5118355200865683; 3353, 3339, 0.0041753653444676075; 0.35343383584589616; 8228.331045689125, 44890.896196494854; 6038.447425965537
21, 9, 9, PREMIUM_PRIORITY: 1097, 1058, 0.03555150410209662; 9622, 5821, 0.3950322178341301; 7384, 3561, 0.5177410617551463; 3335, 3318, 0.005097451274362785; 0.3582423733557235; 7859.205694385459, 43603.92806187045; 6019.8870233900925
22, 9, 9, PREMIUM_PRIORITY: 891, 859, 0.035914702581369196; 9785, 5980, 0.38886050076647927; 7351, 3531, 0.5196571894980275; 3325, 3308, 0.00511278195488718; 0.3594042712626452; 8180.018248143086, 44279.41540448183; 6030.612055367701
23, 9, 9, PREMIUM_PRIORITY: 951, 923, 0.029442691903259766; 9703, 5960, 0.3857569823765845; 7329, 3576, 0.5120753172329103; 3325, 3307, 0.005413533834586426; 0.3539515674863901; 7763.174732956084, 43553.96881952961; 6018.53430495761
24, 9, 9, PREMIUM_PRIORITY: 878, 845, 0.0375854214123007; 9836, 6360, 0.3533956893045954; 7375, 3880, 0.47389830508474573; 3339, 3325, 0.004192872117400381; 0.3275154004106776; 8473.015704686874, 44183.85010954106; 6031.713173456263
25, 9, 9, PREMIUM_PRIORITY: 910, 888, 0.0241758241758242; 9800, 6501, 0.3366326530612245; 7348, 4038, 0.45046271094175283; 3362, 3351, 0.0032718619869125387; 0.3100840336134454; 8448.940637690957, 45109.06718884047; 6042.816729560245
26, 9, 9, PREMIUM_PRIORITY: 1137, 1112, 0.021987686895338587; 9644, 5753, 0.40346329323931973; 7417, 3531, 0.5239315086962384; 3364, 3334, 0.008917954815695572; 0.36323161116779523; 8701.009892897244, 43586.787563126054; 6026.191829554612
27, 9, 9, PREMIUM_PRIORITY: 885, 857, 0.031638418079096065; 9875, 6070, 0.38531645569620254; 7427, 3608, 0.5142049279655312; 3333, 3319, 0.00420042004200416; 0.3562267657992565; 9452.123492728246, 44390.63027419331; 6041.812813110971
28, 9, 9, PREMIUM_PRIORITY: 984, 926, 0.058943089430894324; 9678, 5861, 0.39439966935317217; 7323, 3475, 0.5254677044926943; 3339, 3312, 0.008086253369272267; 0.3634402551116114; 8044.761458881464, 44331.1785360997; 6030.197058902085
29, 9, 9, PREMIUM_PRIORITY: 885, 858, 0.03050847457627115; 9778, 6137, 0.37236653712415624; 7362, 3709, 0.49619668568323827; 3301, 3286, 0.004544077552256942; 0.3439932476788896; 8402.840051431072, 43965.57552860039; 6028.506677979114
30, 9, 9, PREMIUM_PRIORITY: 1036, 986, 0.04826254826254828; 9697, 5915, 0.390017531195215; 7390, 3573, 0.5165087956698241; 3343, 3328, 0.004486987735566883; 0.35702972141991984; 8012.932548156969, 44077.47386137962; 6026.85496266924
1, 9, 10, PREMIUM_PRIORITY: 1151, 1066, 0.07384882710686358; 9954, 6206, 0.3765320474181234; 7376, 3572, 0.5157266811279826; 3729, 3700, 0.0077768838830786224; 0.3451598379108509; 9005.72524521908, 49043.890849152696; 6464.139399163975
2, 9, 10, PREMIUM_PRIORITY: 1064, 1009, 0.05169172932330823; 9993, 6166, 0.38296807765435803; 7374, 3516, 0.5231895850284785; 3683, 3659, 0.0065164268259571; 0.35108980736185225; 7926.077637914045, 48615.53510011865; 6450.558023122211
3, 9, 10, PREMIUM_PRIORITY: 956, 937, 0.01987447698744771; 10174, 6324, 0.3784155690977; 7391, 3550, 0.5196861047219592; 3739, 3711, 0.007488633324418292; 0.3476190476190476; 8351.136599357442, 50663.45300349471; 6478.836644263863
4, 9, 10, PREMIUM_PRIORITY: 913, 892, 0.02300109529025196; 10145, 6576, 0.3517989157220306; 7365, 3797, 0.48445349626612355; 3693, 3671, 0.005957216355266692; 0.32465183577500456; 8654.927007555132, 48140.303958836834; 6450.398977532364
5, 9, 10, PREMIUM_PRIORITY: 964, 896, 0.0705394190871369; 10101, 6475, 0.3589743589743589; 7375, 3697, 0.4987118644067796; 3690, 3674, 0.0043360433604335835; 0.33384545865341164; 8735.585020741795, 49368.760419321625; 6466.013210634367
