Base Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
22, 10, 9, EQUAL_PRIORITY: 3551, 3274, 0.07800619543790477; 7921, 7879, 0.005302360813028706; 8121, 7835, 0.035217337766284995; 3351, 3318, 0.009847806624888045; 0.027806834030683403; 9240.640855050675, 41713.39193617976; 6241.5076582186575
23, 10, 9, EQUAL_PRIORITY: 3636, 3435, 0.055280528052805256; 7793, 7707, 0.011035544719620205; 8101, 7843, 0.03184792000987535; 3328, 3299, 0.00871394230769229; 0.025111558316563087; 8676.17181695361, 40410.028979802206; 6221.235611729966
24, 10, 9, EQUAL_PRIORITY: 3560, 3325, 0.0660112359550562; 7919, 7874, 0.005682535673696143; 8136, 7885, 0.030850540806293014; 3343, 3314, 0.008674842955429307; 0.02439236867322936; 10079.999394833794, 40033.13231960769; 6227.499526598093
25, 10, 9, EQUAL_PRIORITY: 3573, 3369, 0.057094878253568404; 7950, 7912, 0.004779874213836521; 8150, 7937, 0.026134969325153357; 3373, 3344, 0.008597687518529518; 0.021001475310249096; 9663.401234264045, 41783.099815912385; 6245.629620399784
26, 10, 9, EQUAL_PRIORITY: 3640, 3413, 0.06236263736263736; 7883, 7815, 0.008626157554230574; 8140, 7875, 0.032555282555282505; 3383, 3353, 0.008867868755542463; 0.02560097196910527; 8533.13540903867, 39747.04891363349; 6212.038847051779
27, 10, 9, EQUAL_PRIORITY: 3618, 3358, 0.07186290768380321; 7908, 7871, 0.004678806272129465; 8175, 7910, 0.0324159021406728; 3351, 3319, 0.00954938824231577; 0.025767829255596064; 9077.238114140182, 41816.173181798484; 6241.497408161125
28, 10, 9, EQUAL_PRIORITY: 3679, 3384, 0.08018483283500955; 7755, 7710, 0.005802707930367523; 8086, 7794, 0.036111798169676024; 3348, 3300, 0.014336917562724039; 0.029735875459156902; 9268.335593833552, 39672.38645912668; 6216.816836388056
29, 10, 9, EQUAL_PRIORITY: 3634, 3424, 0.05778756191524492; 7835, 7770, 0.00829610721123164; 8142, 7900, 0.029722426922132117; 3327, 3294, 0.009918845807033394; 0.023977678960676596; 8631.153342328194, 41791.77469820165; 6237.747842121072
30, 10, 9, EQUAL_PRIORITY: 3679, 3428, 0.06822506115792337; 7826, 7742, 0.01073345259391767; 8173, 7875, 0.03646151963783184; 3332, 3295, 0.01110444177671066; 0.029117774880486724; 7953.479774201374, 37995.27024562862; 6186.17754589286
1, 10, 10, EQUAL_PRIORITY: 3713, 3396, 0.08537570697549146; 8130, 7982, 0.018204182041820394; 8120, 7704, 0.05123152709359602; 3723, 3674, 0.013161428955143717; 0.03926370007599422; 8908.408945355415, 42304.49964026862; 6615.14973744948
2, 10, 10, EQUAL_PRIORITY: 3724, 3372, 0.09452201933404936; 8116, 8068, 0.005914243469689495; 8146, 7779, 0.04505278664375156; 3694, 3661, 0.008933405522468907; 0.03378378378378377; 8880.977191738617, 41551.8353569209; 6605.753171612786
3, 10, 10, EQUAL_PRIORITY: 3575, 3346, 0.06405594405594406; 8279, 8222, 0.006884889479405687; 8134, 7879, 0.03134988935333172; 3720, 3689, 0.008333333333333304; 0.0241268770035431; 9095.426387052976, 44278.838528507826; 6640.688531467916
4, 10, 10, EQUAL_PRIORITY: 3703, 3479, 0.060491493383742934; 8162, 8121, 0.005023278608184301; 8159, 7940, 0.026841524696654018; 3706, 3660, 0.012412304371289817; 0.022334597555836444; 9587.174911383354, 43848.960599420876; 6639.248194128638
5, 10, 10, EQUAL_PRIORITY: 3695, 3450, 0.06630581867388363; 8138, 8053, 0.010444826738756463; 8123, 7835, 0.03545488120152651; 3710, 3668, 0.01132075471698113; 0.027888109524211946; 10003.811170806579, 45110.29640137367; 6657.863465148003
6, 10, 10, EQUAL_PRIORITY: 3678, 3393, 0.07748776508972266; 8163, 8092, 0.008697782677937083; 8127, 7809, 0.03912882982650423; 3714, 3676, 0.010231556273559539; 0.03006502829152946; 8377.564836756996, 43480.01250977922; 6625.386071028759
7, 10, 10, EQUAL_PRIORITY: 3732, 3430, 0.08092175777063237; 8221, 8168, 0.006446904269553633; 8224, 7912, 0.037937743190661455; 3729, 3686, 0.011531241619737176; 0.029699656989876977; 10313.920391467904, 45053.174997299226; 6659.566102698641
8, 10, 10, EQUAL_PRIORITY: 3685, 3363, 0.08738127544097696; 8272, 8143, 0.01559477756286265; 8193, 7813, 0.046381056999877934; 3764, 3693, 0.01886291179596178; 0.03771849126034954; 8914.309508994593, 45808.519343187145; 6657.95277985254
9, 10, 10, EQUAL_PRIORITY: 3597, 3365, 0.06449819293855996; 8300, 8222, 0.009397590361445829; 8167, 7910, 0.031468103342720655; 3730, 3677, 0.014209115281501372; 0.026056989156930332; 11291.173299084621, 45069.3685913147; 6667.32577917265
10, 10, 10, EQUAL_PRIORITY: 3747, 3499, 0.06618628235922075; 8170, 8110, 0.007343941248470043; 8182, 7920, 0.032021510633096995; 3735, 3689, 0.012315930388219543; 0.025845430897037835; 9105.728310166312, 47519.031932827784; 6680.3063230090065
11, 10, 10, EQUAL_PRIORITY: 3683, 3488, 0.05294596796090145; 8161, 8087, 0.009067516235755413; 8130, 7902, 0.02804428044280438; 3714, 3673, 0.011039310716208894; 0.022711921648091882; 8961.514542906949, 45274.848377050155; 6651.806000468642
12, 10, 10, EQUAL_PRIORITY: 3666, 3447, 0.05973813420621932; 8223, 8157, 0.008026267785479768; 8156, 7912, 0.029916625796959306; 3733, 3692, 0.01098312349316899; 0.023971738581882396; 8815.997047914128, 45770.863032684174; 6656.732532019589
13, 10, 10, EQUAL_PRIORITY: 3648, 3390, 0.07072368421052633; 8183, 8069, 0.013931321031406596; 8109, 7770, 0.04180540140584532; 3722, 3689, 0.008866200967221904; 0.03144281971092888; 8379.822830175664, 44434.85558681961; 6637.0549025726705
14, 10, 10, EQUAL_PRIORITY: 3654, 3436, 0.05966064586754238; 8210, 8161, 0.005968331303288665; 8140, 7918, 0.027272727272727226; 3724, 3679, 0.012083780880773332; 0.022505057316250854; 9407.297748576466, 44445.098318584984; 6645.130587061004
15, 10, 10, EQUAL_PRIORITY: 3711, 3472, 0.06440312584209107; 8131, 8018, 0.013897429590456256; 8159, 7862, 0.03640151979409245; 3683, 3628, 0.014933478142818313; 0.02972470866407706; 9104.407793230064, 43739.89477987116; 6634.181633511517
16, 10, 10, EQUAL_PRIORITY: 3769, 3534, 0.06235075616874508; 8145, 8057, 0.010804174340085959; 8205, 7936, 0.03278488726386353; 3709, 3655, 0.014559180372067937; 0.02711096189357054; 9814.75000610977, 42716.82359205492; 6627.194424831281
17, 10, 10, EQUAL_PRIORITY: 3634, 3411, 0.061364887176664884; 8234, 8196, 0.004615010930289043; 8156, 7939, 0.026606179499754745; 3712, 3668, 0.0118534482758621; 0.021991911021233546; 9014.430473131557, 44684.78737568122; 6645.015319852485
18, 10, 10, EQUAL_PRIORITY: 3580, 3216, 0.10167597765363123; 8235, 8133, 0.012386156648451774; 8128, 7698, 0.052903543307086576; 3687, 3651, 0.009764035801464566; 0.039441388066017824; 9364.480230625264, 43482.47743350812; 6633.052994276813
19, 10, 10, EQUAL_PRIORITY: 3713, 3447, 0.07164018314031784; 8182, 8136, 0.0056220972867269126; 8157, 7893, 0.032364840014711294; 3738, 3690, 0.012841091492776902; 0.02622950819672132; 11020.72430388519, 46375.20138688094; 6681.167288322361
20, 10, 10, EQUAL_PRIORITY: 3715, 3468, 0.06648721399730817; 8208, 8122, 0.010477582846003863; 8205, 7916, 0.0352224253503961; 3718, 3674, 0.011834319526627168; 0.027929212446531904; 10015.931833627004, 43670.33717307456; 6640.386324931655
21, 10, 10, EQUAL_PRIORITY: 3717, 3432, 0.07667473769168687; 8187, 8118, 0.008427995602784955; 8179, 7867, 0.03814647267392102; 3725, 3683, 0.011275167785234852; 0.029737903225806495; 8992.527709166428, 43281.02212426359; 6627.716555813433
22, 10, 10, EQUAL_PRIORITY: 3609, 3347, 0.07259628706012744; 8207, 8166, 0.0049957353478737865; 8101, 7835, 0.03283545241328234; 3715, 3678, 0.009959623149394359; 0.025643195666892327; 9039.837782963026, 44329.82450011819; 6640.880531804132
23, 10, 10, EQUAL_PRIORITY: 3728, 3518, 0.05633047210300424; 8116, 8025, 0.011212419911286298; 8114, 7852, 0.03228986936159728; 3730, 3691, 0.010455764075066987; 0.02541371158392436; 10901.588189615279, 47347.48510882257; 6692.109578092774
24, 10, 10, EQUAL_PRIORITY: 3632, 3380, 0.06938325991189431; 8272, 8204, 0.00822050290135401; 8175, 7890, 0.034862385321100864; 3729, 3694, 0.009385894341646606; 0.026881720430107503; 9884.82408619369, 46152.80427830637; 6669.663810015356
25, 10, 10, EQUAL_PRIORITY: 3643, 3428, 0.05901729343947293; 8247, 8207, 0.004850248575239524; 8157, 7939, 0.026725511830329785; 3733, 3696, 0.009911599249933012; 0.021446593776282552; 8842.584877149213, 43946.082063541166; 6634.671598634246
26, 10, 10, EQUAL_PRIORITY: 3721, 3478, 0.06530502553077133; 8199, 8125, 0.009025490913526002; 8181, 7897, 0.0347145825693681; 3739, 3706, 0.008825889275207222; 0.02659395973154366; 9814.2846951061, 44603.47167151269; 6650.212422799042
27, 10, 10, EQUAL_PRIORITY: 3677, 3416, 0.07098177862387811; 8208, 8162, 0.005604288499025389; 8175, 7903, 0.03327217125382265; 3710, 3675, 0.009433962264150941; 0.025830879259570838; 8894.770361683493, 44055.837534219594; 6636.414692948445
28, 10, 10, EQUAL_PRIORITY: 3749, 3440, 0.08242197919445182; 8056, 8009, 0.005834160873882777; 8113, 7813, 0.03697769012695673; 3692, 3636, 0.015167930660888396; 0.03015671325709446; 9791.62881787066, 43122.34245472927; 6631.963806520398
29, 10, 10, EQUAL_PRIORITY: 3702, 3486, 0.05834683954619124; 8156, 8090, 0.008092202059833298; 8156, 7912, 0.029916625796959306; 3702, 3664, 0.010264721772015095; 0.023781413391802952; 8775.478869371102, 46298.09316511995; 6662.8524614207045
30, 10, 10, EQUAL_PRIORITY: 3750, 3498, 0.06720000000000004; 8155, 8070, 0.010423053341508282; 8174, 7879, 0.03609004159530216; 3731, 3689, 0.011257035647279534; 0.02830743385132295; 8669.866851656734, 46324.94361414934; 6662.362864977143
1, 10, 11, EQUAL_PRIORITY: 3774, 3426, 0.09220985691573924; 8463, 8290, 0.020441923667730122; 8114, 7661, 0.055829430613754005; 4123, 4055, 0.0164928450157652; 0.04257579472092832; 8254.06134277913, 50661.637148713184; 7081.063308931398
2, 10, 11, EQUAL_PRIORITY: 3811, 3415, 0.10390973497769618; 8460, 8395, 0.0076832151300236795; 8177, 7768, 0.050018344135991155; 4094, 4042, 0.012701514411333714; 0.03756825034634503; 9791.70853899647, 51561.61758535544; 7103.943673515917
3, 10, 11, EQUAL_PRIORITY: 3644, 3408, 0.06476399560922064; 8589, 8521, 0.007917103271626535; 8163, 7898, 0.03246355506553966; 4070, 4031, 0.009582309582309545; 0.024850813373661462; 9389.599242760034, 48629.91926339677; 7065.05841372352
4, 10, 11, EQUAL_PRIORITY: 3768, 3515, 0.06714437367303605; 8459, 8414, 0.005319777751507271; 8145, 7899, 0.030202578268876623; 4082, 4030, 0.01273885350318471; 0.02437229083176573; 8710.562561974599, 49450.85001506528; 7069.8212729848265
5, 10, 11, EQUAL_PRIORITY: 3775, 3497, 0.07364238410596025; 8450, 8359, 0.010769230769230753; 8156, 7844, 0.03825404610102989; 4069, 4012, 0.014008355861391042; 0.030184049079754582; 9186.626865390486, 49628.60527112579; 7075.6741412548545
6, 10, 11, EQUAL_PRIORITY: 3752, 3462, 0.0772921108742004; 8472, 8401, 0.008380547686496653; 8130, 7819, 0.038253382533825375; 4094, 4044, 0.012212994626282336; 0.029532068062827266; 8886.720259811698, 49061.5694175441; 7066.43424787929
7, 10, 11, EQUAL_PRIORITY: 3778, 3442, 0.08893594494441504; 8501, 8447, 0.006352193859545885; 8177, 7848, 0.04023480494068732; 4102, 4041, 0.014870794734275994; 0.03176154409968235; 9109.790857482145, 47872.23894070872; 7053.64772585226
8, 10, 11, EQUAL_PRIORITY: 3744, 3420, 0.08653846153846156; 8560, 8422, 0.01612149532710283; 8184, 7802, 0.04667644183773212; 4120, 4040, 0.01941747572815533; 0.03754876462938883; 8276.363711062106, 48268.423121372594; 7052.032977519015
9, 10, 11, EQUAL_PRIORITY: 3645, 3384, 0.07160493827160497; 8578, 8461, 0.013639543017020306; 8147, 7848, 0.03670062599729962; 4076, 3997, 0.019381746810598677; 0.030925304753333882; 9166.996098509622, 47409.93637930236; 7048.449193485907
10, 10, 11, EQUAL_PRIORITY: 3800, 3505, 0.07763157894736838; 8481, 8412, 0.008135833038556806; 8204, 7903, 0.03668941979522189; 4077, 4014, 0.015452538631346546; 0.02963928018890971; 9265.918853170282, 48626.96649909952; 7064.0653323349725
11, 10, 11, EQUAL_PRIORITY: 3765, 3551, 0.05683930942895088; 8462, 8386, 0.008981328291184143; 8155, 7920, 0.028816676885346393; 4072, 4017, 0.013506876227897813; 0.023718001145006995; 9894.37559038575, 47489.97175217471; 7055.054347377736
12, 10, 11, EQUAL_PRIORITY: 3735, 3476, 0.06934404283801876; 8513, 8427, 0.010102196640432326; 8163, 7874, 0.035403650618645144; 4085, 4029, 0.013708690330477391; 0.028167864141084298; 9059.878159008418, 49465.072013423574; 7072.697852584698
13, 10, 11, EQUAL_PRIORITY: 3730, 3438, 0.07828418230563006; 8513, 8377, 0.015975566780218498; 8133, 7756, 0.046354358785196115; 4110, 4059, 0.012408759124087565; 0.03495875193988407; 9354.496447534944, 49619.85819550291; 7076.866396920098
14, 10, 11, EQUAL_PRIORITY: 3740, 3509, 0.061764705882352944; 8514, 8457, 0.006694855532064836; 8162, 7929, 0.028546924773339866; 4092, 4037, 0.013440860215053752; 0.023502529786192272; 10034.622850990669, 48740.15275517243; 7071.394778895186
15, 10, 11, EQUAL_PRIORITY: 3790, 3509, 0.07414248021108183; 8455, 8337, 0.013956238911886465; 8205, 7872, 0.04058500914076779; 4040, 3974, 0.01633663366336635; 0.032584728460596124; 9286.603645285606, 48615.14636781743; 7064.0811594815295
16, 10, 11, EQUAL_PRIORITY: 3835, 3576, 0.06753585397653195; 8449, 8339, 0.013019292223931833; 8184, 7889, 0.03604594330400779; 4100, 4026, 0.018048780487804894; 0.030039075219798095; 9330.957861495579, 47748.448153221354; 7053.848594845524
17, 10, 11, EQUAL_PRIORITY: 3705, 3474, 0.06234817813765181; 8541, 8500, 0.00480037466338834; 8155, 7934, 0.027099938687921488; 4091, 4040, 0.012466389635785835; 0.02221133431324518; 9427.914368796526, 47954.07471732582; 7057.107987202104
18, 10, 11, EQUAL_PRIORITY: 3633, 3253, 0.10459675199559593; 8539, 8389, 0.01756645977280713; 8129, 7648, 0.059170869725673536; 4043, 3994, 0.012119713084343342; 0.04354255668747942; 9305.947863060894, 46906.94658810862; 7043.386742426202
19, 10, 11, EQUAL_PRIORITY: 3741, 3455, 0.07645014701951347; 8459, 8414, 0.005319777751507271; 8110, 7844, 0.0327990135635019; 4090, 4025, 0.0158924205378973; 0.027131147540983558; 8670.26062195148, 47856.283867737795; 7050.051909151187
20, 10, 11, EQUAL_PRIORITY: 3761, 3504, 0.06833289018877953; 8513, 8423, 0.01057206625161522; 8158, 7863, 0.03616082373130669; 4116, 4064, 0.01263362487852282; 0.028271142251914627; 9068.851323812085, 49813.94534726035; 7077.024373112139
21, 10, 11, EQUAL_PRIORITY: 3771, 3473, 0.07902413153009813; 8492, 8421, 0.008360810174281696; 8170, 7853, 0.038800489596083176; 4093, 4041, 0.012704617639872962; 0.030090516186903726; 8927.946336788613, 50478.77828286684; 7084.0465816529895
22, 10, 11, EQUAL_PRIORITY: 3657, 3375, 0.07711238720262514; 8504, 8459, 0.00529162746942613; 8080, 7798, 0.03490099009900993; 4081, 4036, 0.011026709139916657; 0.026889236082558998; 8270.64302160033, 49964.187964071236; 7072.681078895395
23, 10, 11, EQUAL_PRIORITY: 3792, 3572, 0.058016877637130815; 8405, 8314, 0.010826888756692465; 8106, 7839, 0.032938564026646966; 4091, 4047, 0.010755316548521132; 0.025498073296712276; 9356.151043945112, 49236.14460492981; 7072.196980935922
24, 10, 11, EQUAL_PRIORITY: 3683, 3414, 0.07303828400760248; 8582, 8497, 0.009904451176881879; 8174, 7882, 0.03572302422314655; 4091, 4029, 0.015155218772916146; 0.028862617203424423; 9978.266372793256, 50006.0669631622; 7086.405854518534
25, 10, 11, EQUAL_PRIORITY: 3718, 3481, 0.06374394835933295; 8531, 8486, 0.005274879849959002; 8153, 7917, 0.028946400098123437; 4096, 4050, 0.01123046875; 0.02302228753367619; 8735.558719324428, 48857.35438410221; 7062.772635848401
26, 10, 11, EQUAL_PRIORITY: 3787, 3530, 0.06786374438869813; 8488, 8385, 0.012134778510838884; 8165, 7862, 0.037109614206981; 4110, 4053, 0.013868613138686148; 0.029327902240325887; 9260.717165365011, 48478.54392097631; 7062.213972339143
27, 10, 11, EQUAL_PRIORITY: 3757, 3485, 0.07239819004524883; 8503, 8455, 0.00564506644713636; 8148, 7873, 0.033750613647520855; 4112, 4067, 0.010943579766536926; 0.02610114192495927; 7814.441361653595, 51402.63800896163; 7086.703462431673
28, 10, 11, EQUAL_PRIORITY: 3821, 3508, 0.08191572886678877; 8376, 8332, 0.005253104106972328; 8108, 7814, 0.03626048347311295; 4089, 4026, 0.015407190022010298; 0.029269492498155247; 9618.134548786165, 49250.42864637486; 7074.398533562443
29, 10, 11, EQUAL_PRIORITY: 3783, 3545, 0.06291303198519693; 8463, 8395, 0.008034975776911257; 8185, 7928, 0.03139890042761151; 4061, 4012, 0.012065993597636049; 0.024987751102400813; 9261.017125147584, 48874.86181704352; 7067.052315402566
30, 10, 11, EQUAL_PRIORITY: 3822, 3560, 0.06855049712192574; 8475, 8388, 0.010265486725663742; 8221, 7933, 0.03503223452134774; 4076, 4015, 0.014965652600588797; 0.028380905912011034; 9135.915899160633, 48516.378430608274; 7061.709919355094
1, 10, 12, EQUAL_PRIORITY: 3871, 3507, 0.0940325497287523; 8792, 8624, 0.019108280254777066; 8193, 7743, 0.05492493592090808; 4470, 4388, 0.01834451901565992; 0.04201216141514652; 8858.76735598496, 56139.461629913865; 7521.585082762523
2, 10, 12, EQUAL_PRIORITY: 3900, 3465, 0.11153846153846159; 8785, 8695, 0.010244735344336897; 8267, 7826, 0.053344623200677344; 4418, 4334, 0.019013128112267963; 0.041387465510445365; 10476.04240210983, 54735.184309520344; 7516.964184269402
3, 10, 12, EQUAL_PRIORITY: 3731, 3481, 0.06700616456714015; 8908, 8829, 0.008868432869330922; 8209, 7934, 0.033499817273723975; 4430, 4376, 0.012189616252821667; 0.02603054039085373; 9637.476316437214, 52783.09589988305; 7486.655153607909
4, 10, 12, EQUAL_PRIORITY: 3871, 3574, 0.07672436063032806; 8789, 8741, 0.005461372169757617; 8275, 7989, 0.03456193353474324; 4385, 4326, 0.013454960091220047; 0.027251184834123254; 8708.899166003725, 53668.186345530085; 7490.269945977033
5, 10, 12, EQUAL_PRIORITY: 3884, 3538, 0.08908341915550977; 8779, 8656, 0.014010707369859876; 8275, 7907, 0.04447129909365555; 4388, 4287, 0.023017319963536953; 0.03703703703703709; 8826.72787123589, 53949.49212029706; 7494.614315947712
6, 10, 12, EQUAL_PRIORITY: 3810, 3503, 0.08057742782152233; 8749, 8676, 0.008343810721225253; 8122, 7805, 0.039029795616843166; 4437, 4374, 0.014198782961460488; 0.030257186081694365; 10056.336256912444, 51838.783983411675; 7478.3734779760725
7, 10, 12, EQUAL_PRIORITY: 3892, 3509, 0.0984069886947585; 8822, 8760, 0.007027884833371134; 8304, 7946, 0.04311175337186901; 4410, 4323, 0.019727891156462563; 0.03500078653452887; 10500.448971591493, 50257.81525276991; 7462.518481733615
8, 10, 12, EQUAL_PRIORITY: 3815, 3471, 0.09017038007863698; 8876, 8736, 0.01577287066246058; 8224, 7832, 0.0476653696498055; 4467, 4375, 0.02059547794940675; 0.03813726262705852; 9474.40402858895, 52985.34738420685; 7487.861234373748
9, 10, 12, EQUAL_PRIORITY: 3735, 3442, 0.07844712182061575; 8886, 8722, 0.01845599819941479; 8174, 7828, 0.042329336921947625; 4447, 4336, 0.024960647627614074; 0.03620949211631408; 9460.75106018514, 52822.72785648065; 7485.771240976345
10, 10, 12, EQUAL_PRIORITY: 3896, 3525, 0.09522587268993843; 8833, 8747, 0.009736216460998537; 8315, 7953, 0.04353577871316894; 4414, 4319, 0.02152242863615772; 0.03590227040615912; 9158.036130886107, 53903.51090149879; 7496.616930465621
11, 10, 12, EQUAL_PRIORITY: 3838, 3588, 0.06513809275664406; 8799, 8726, 0.008296397317877013; 8180, 7927, 0.03092909535452326; 4457, 4387, 0.01570563159075611; 0.02555986389174647; 10181.153597247592, 54841.08469376918; 7515.9745434443375
12, 10, 12, EQUAL_PRIORITY: 3812, 3505, 0.08053515215110174; 8830, 8716, 0.012910532276330655; 8231, 7888, 0.041671728830032784; 4411, 4333, 0.017683065064611148; 0.033301692770131286; 8690.943590799683, 53910.102607332024; 7493.0829584111325
13, 10, 12, EQUAL_PRIORITY: 3805, 3498, 0.08068331143232588; 8820, 8680, 0.015873015873015928; 8191, 7812, 0.04627029666707361; 4434, 4366, 0.015336039693279235; 0.03540594059405944; 8759.244485970397, 52225.84605863651; 7473.059537214085
14, 10, 12, EQUAL_PRIORITY: 3804, 3566, 0.06256572029442697; 8816, 8753, 0.007146098003629753; 8203, 7968, 0.02864805558941852; 4417, 4351, 0.014942268508037149; 0.023851030110935034; 10226.199768604782, 50988.69239030166; 7469.31475654348
15, 10, 12, EQUAL_PRIORITY: 3890, 3559, 0.08508997429305909; 8787, 8649, 0.015705018777739888; 8310, 7937, 0.04488567990373049; 4367, 4271, 0.0219830547286467; 0.03699613473219221; 9490.673614789846, 52949.108742878736; 7487.544932274573
16, 10, 12, EQUAL_PRIORITY: 3910, 3614, 0.07570332480818409; 8763, 8635, 0.014606869793449717; 8226, 7896, 0.040116703136396814; 4447, 4353, 0.021137845738700256; 0.03345695573265994; 9545.578021694208, 53632.58986082155; 7496.309884779087
17, 10, 12, EQUAL_PRIORITY: 3791, 3503, 0.07596940121340012; 8853, 8809, 0.004970066644075399; 8187, 7924, 0.032124099181629395; 4457, 4388, 0.015481265425173918; 0.02625751344511229; 9116.884340709878, 53026.58451528614; 7485.597904162259
18, 10, 12, EQUAL_PRIORITY: 3696, 3294, 0.10876623376623373; 8891, 8738, 0.017208413001912004; 8151, 7679, 0.05790700527542636; 4436, 4353, 0.018710550045085705; 0.04409311194089138; 9691.846946506277, 54032.90419086101; 7502.326515605495
19, 10, 12, EQUAL_PRIORITY: 3848, 3519, 0.08549896049896055; 8805, 8757, 0.00545144804088582; 8220, 7921, 0.036374695863746975; 4433, 4355, 0.017595307917888547; 0.029795305461155497; 8996.838885820525, 51927.862411892354; 7471.261955333012
20, 10, 12, EQUAL_PRIORITY: 3870, 3603, 0.06899224806201554; 8836, 8734, 0.011543684925305553; 8279, 7981, 0.035994685348472055; 4427, 4356, 0.01603794894962729; 0.029041397764835497; 9331.02183712053, 53347.95305895791; 7491.176381899526
21, 10, 12, EQUAL_PRIORITY: 3840, 3524, 0.08229166666666665; 8829, 8756, 0.008268207044965448; 8220, 7896, 0.039416058394160625; 4449, 4384, 0.014610024724657222; 0.03070487015549772; 9251.90778065195, 53791.49986776037; 7495.976516927121
22, 10, 12, EQUAL_PRIORITY: 3742, 3431, 0.08311063602351687; 8853, 8805, 0.005421890884446001; 8160, 7866, 0.036029411764705865; 4435, 4370, 0.01465614430665163; 0.02850337435490269; 9479.208547300615, 54233.094397049485; 7503.123896580013
23, 10, 12, EQUAL_PRIORITY: 3893, 3651, 0.06216285640893915; 8728, 8628, 0.0114573785517873; 8232, 7946, 0.034742468415937755; 4389, 4333, 0.012759170653907526; 0.027097694318992116; 8955.296962537137, 52853.97873398738; 7482.241324142693
24, 10, 12, EQUAL_PRIORITY: 3792, 3505, 0.07568565400843885; 8896, 8792, 0.011690647482014427; 8301, 8000, 0.036260691482953855; 4387, 4297, 0.020515158422612312; 0.03081651954602771; 9062.309957102992, 53230.09799424763; 7487.658951383581
25, 10, 12, EQUAL_PRIORITY: 3792, 3535, 0.06777426160337552; 8861, 8811, 0.005642703983748998; 8231, 7978, 0.03073745595917876; 4422, 4368, 0.012211668928086894; 0.024263020627519172; 9807.564843702976, 52199.86799986365; 7480.854545812705
26, 10, 12, EQUAL_PRIORITY: 3886, 3600, 0.07359752959341226; 8828, 8691, 0.015518803806071624; 8261, 7918, 0.041520397046362456; 4453, 4373, 0.017965416573096804; 0.03327041057102409; 9475.473335784329, 52573.17532590423; 7482.840028301329
27, 10, 12, EQUAL_PRIORITY: 3900, 3599, 0.0771794871794872; 8836, 8771, 0.007356269805341764; 8378, 8075, 0.03616614943900698; 4358, 4295, 0.01445617255621845; 0.028737437185929693; 9158.893227931847, 53995.447059237005; 7497.7454027842105
28, 10, 12, EQUAL_PRIORITY: 3887, 3532, 0.09133007460766662; 8686, 8634, 0.005986645176145555; 8151, 7812, 0.04158998895841004; 4422, 4354, 0.015377657168701986; 0.03237095363079612; 9178.110935573166, 51407.2346148106; 7466.311757003612
29, 10, 12, EQUAL_PRIORITY: 3904, 3615, 0.07402663934426235; 8808, 8732, 0.00862851952770205; 8362, 8061, 0.035996173164314804; 4350, 4286, 0.014712643678160942; 0.028713027061044727; 8893.439278473554, 52194.71627885639; 7473.71809186709
30, 10, 12, EQUAL_PRIORITY: 3912, 3601, 0.07949897750511248; 8786, 8670, 0.013202822672433445; 8273, 7929, 0.04158104677867758; 4425, 4342, 0.018757062146892656; 0.033627342888643885; 8954.327179516764, 54098.0497649364; 7497.414448520783
1, 10, 13, EQUAL_PRIORITY: 4035, 3539, 0.12292441140024779; 9169, 8982, 0.020394808594175973; 8549, 7978, 0.06679143759504036; 4655, 4543, 0.024060150375939893; 0.05172674946985767; 9275.02780541232, 58046.59754277833; 7917.077744700783
2, 10, 13, EQUAL_PRIORITY: 4060, 3567, 0.12142857142857144; 9189, 9050, 0.01512678202198281; 8627, 8118, 0.059000811406050735; 4622, 4499, 0.02661185633924712; 0.04770171333685558; 9464.779738948015, 57622.60903073147; 7913.372393890666
3, 10, 13, EQUAL_PRIORITY: 3884, 3576, 0.07929969104016477; 9277, 9194, 0.008946857820416043; 8469, 8150, 0.0376667847443618; 4692, 4620, 0.01534526854219953; 0.029708988678671888; 8960.238107416171, 56761.37101831357; 7898.959048376094
4, 10, 13, EQUAL_PRIORITY: 4052, 3674, 0.09328726554787758; 9211, 9135, 0.008251004234067993; 8647, 8283, 0.04209552445935005; 4616, 4526, 0.019497400346620397; 0.034230566236899684; 9943.62417055932, 58416.11729453427; 7926.760427830491
5, 10, 13, EQUAL_PRIORITY: 4027, 3591, 0.10826918301465116; 9134, 8957, 0.01937814758046863; 8548, 8080, 0.054749649040711224; 4613, 4468, 0.031432907001951005; 0.04657700782615304; 8490.42844632338, 56368.699531477636; 7890.532089403271
6, 10, 13, EQUAL_PRIORITY: 3976, 3613, 0.09129778672032196; 9158, 9049, 0.011902162044114428; 8457, 8082, 0.04434196523589928; 4677, 4580, 0.020739790463972674; 0.035937262067915365; 9388.169689954164, 55950.09948484969; 7892.370979410013
7, 10, 13, EQUAL_PRIORITY: 4069, 3569, 0.12288031457360526; 9262, 9185, 0.008313539192399078; 8690, 8240, 0.05178365937859608; 4641, 4514, 0.027364792070674437; 0.043282574450528855; 9263.446350490933, 58015.3593634279; 7916.606946134913
