Base Case
Number of StaffA: 10. Number of StaffB: 10
Average OverallSL
0.4763593380614657,0.3745583038869258,0.3141176470588235,0.31294964028776984,0.3776978417266187,0.3595641646489104,0.3590643274853801,0.45369284876905036,0.3522316043425814,0.34551886792452835,0.3172169811320755,0.3364928909952607,0.40602409638554215,0.30414201183431955,0.39722863741339487,0.370197904540163,0.2992874109263658,0.3961352657004831,0.3447058823529412,0.3687281213535589,0.36235294117647054,0.33010882708585243,0.3574007220216606,0.35245901639344257,0.29500580720092917,0.35939323220536756,0.332939787485242,0.3825983313468415,0.33333333333333337,0.38729016786570747
0.07311320754716977,0.09579439252336452,0.022170361726954524,0.004728132387706863,0.017793594306049876,0.06957547169811318,0.05568445475638051,0.0733104238258877,0.02130177514792897,0.017667844522968212,0.0,0.0011723329425556983,0.04137115839243499,0.0119760479041916,0.009445100354191216,0.005988023952095856,0.010600706713780883,0.16507177033492826,0.022326674500587562,0.02009456264775411,0.05392731535756157,0.034682080924855474,0.004750593824228044,0.02230046948356812,0.0011737089201877549,0.010526315789473717,0.02934272300469487,0.04137115839243499,0.004767580452920139,0.01620370370370372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
